time,year,month,day,hour,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP
2018-02-25 14:00:00,2018.0,2.0,25.0,14.0,208.0,8.1,9.2,1.07,8.33,4.47,136.0,1017.9,13.1,9.8,13.1
2018-02-25 15:00:00,2018.0,2.0,25.0,15.0,207.0,7.4,8.3,1.17,9.09,4.52,149.0,1017.7,12.9,9.9,12.9
2018-02-25 16:00:00,2018.0,2.0,25.0,16.0,214.0,8.2,9.3,1.23,9.09,4.67,131.0,1017.3,13.3,10.0,13.3
2018-02-25 17:00:00,2018.0,2.0,25.0,17.0,209.0,7.9,9.0,1.18,4.35,4.49,194.0,1016.3,13.3,10.1,13.3
2018-02-25 18:00:00,2018.0,2.0,25.0,18.0,213.0,8.0,9.2,1.29,9.09,4.69,156.0,1016.0,13.3,10.1,13.3
2018-02-25 19:00:00,2018.0,2.0,25.0,19.0,213.0,7.4,9.0,1.31,5.0,4.66,177.0,1016.1,13.1,10.2,13.1
2018-02-25 21:00:00,2018.0,2.0,25.0,21.0,207.0,7.0,7.9,1.28,6.67,4.94,164.0,1015.5,13.0,10.2,12.6
2018-02-25 22:00:00,2018.0,2.0,25.0,22.0,215.0,6.2,6.8,1.26,5.56,4.78,168.0,1016.1,13.1,10.2,12.7
2018-02-25 23:00:00,2018.0,2.0,25.0,23.0,216.0,5.3,6.0,1.18,9.09,4.99,139.0,1016.7,13.1,10.1,12.7
2018-02-26 00:00:00,2018.0,2.0,26.0,0.0,211.0,5.3,5.9,1.18,6.67,4.97,164.0,1016.8,12.5,10.1,12.5
2018-02-26 01:00:00,2018.0,2.0,26.0,1.0,217.0,6.1,7.1,1.22,5.88,5.09,173.0,1017.3,13.0,10.1,13.0
2018-02-26 02:00:00,2018.0,2.0,26.0,2.0,227.0,4.8,5.4,1.26,6.67,5.22,172.0,1017.5,12.4,10.1,12.4
2018-02-26 03:00:00,2018.0,2.0,26.0,3.0,221.0,4.5,5.4,1.26,6.67,5.29,170.0,1017.2,12.5,10.1,12.5
2018-02-26 04:00:00,2018.0,2.0,26.0,4.0,206.0,4.0,4.6,1.26,6.25,5.49,181.0,1017.4,11.9,10.1,11.9
2018-02-26 05:00:00,2018.0,2.0,26.0,5.0,221.0,4.9,5.5,1.28,6.67,5.65,176.0,1016.8,13.4,10.1,13.4
2018-02-26 06:00:00,2018.0,2.0,26.0,6.0,269.0,4.9,5.9,1.2,6.25,5.49,173.0,1017.5,12.6,10.1,12.0
2018-02-26 07:00:00,2018.0,2.0,26.0,7.0,277.0,4.3,4.9,1.21,6.67,5.75,167.0,1017.5,12.5,10.1,10.5
2018-02-26 08:00:00,2018.0,2.0,26.0,8.0,300.0,2.8,3.2,1.12,7.14,5.61,161.0,1017.3,11.4,10.0,10.1
2018-02-26 09:00:00,2018.0,2.0,26.0,9.0,269.0,2.4,3.2,1.17,6.25,5.75,171.0,1017.6,11.4,10.0,10.0
2018-02-26 10:00:00,2018.0,2.0,26.0,10.0,334.0,3.9,5.3,1.23,7.14,5.92,157.0,1018.2,11.2,9.9,10.0
2018-02-26 11:00:00,2018.0,2.0,26.0,11.0,316.0,2.7,3.5,1.17,6.25,5.78,144.0,1018.9,10.8,9.9,10.5
2018-02-26 12:00:00,2018.0,2.0,26.0,12.0,344.0,4.0,4.6,1.13,9.09,6.07,150.0,1019.9,10.7,9.9,10.7
2018-02-26 13:00:00,2018.0,2.0,26.0,13.0,355.0,6.0,6.8,1.03,9.09,6.01,155.0,1020.5,12.2,9.8,7.2
2018-02-26 14:00:00,2018.0,2.0,26.0,14.0,352.0,7.3,8.5,1.09,9.09,5.62,151.0,1021.3,10.9,9.8,8.6
2018-02-26 16:00:00,2018.0,2.0,26.0,16.0,31.0,3.8,4.5,0.97,8.33,4.47,148.0,1021.8,10.6,9.8,9.3
2018-02-26 17:00:00,2018.0,2.0,26.0,17.0,12.0,5.0,5.7,0.94,8.33,5.01,139.0,1021.1,10.3,9.7,9.4
2018-02-26 18:00:00,2018.0,2.0,26.0,18.0,5.0,3.6,4.2,0.92,8.33,4.98,147.0,1021.4,10.1,9.7,9.6
2018-02-26 19:00:00,2018.0,2.0,26.0,19.0,359.0,8.1,9.6,0.89,9.09,4.94,155.0,1021.8,9.9,9.8,8.3
2018-02-26 20:00:00,2018.0,2.0,26.0,20.0,23.0,5.8,6.8,0.9,9.09,4.21,121.0,1021.8,10.2,9.8,7.3
2018-02-26 21:00:00,2018.0,2.0,26.0,21.0,17.0,7.3,8.9,1.04,9.09,4.12,144.0,1022.5,10.0,9.7,7.2
2018-02-26 22:00:00,2018.0,2.0,26.0,22.0,17.0,5.9,6.9,1.1,4.17,4.19,37.0,1023.1,10.0,9.7,6.4
2018-02-27 00:00:00,2018.0,2.0,27.0,0.0,1.0,4.6,5.4,1.02,4.17,4.14,27.0,1024.7,9.9,9.6,6.3
2018-02-27 01:00:00,2018.0,2.0,27.0,1.0,14.0,4.4,5.1,1.09,9.09,4.56,156.0,1025.1,9.8,9.6,6.1
2018-02-27 02:00:00,2018.0,2.0,27.0,2.0,349.0,4.5,5.1,1.03,4.76,4.41,32.0,1025.4,9.6,9.6,6.8
2018-02-27 03:00:00,2018.0,2.0,27.0,3.0,341.0,5.6,6.7,0.98,4.76,4.62,31.0,1025.6,9.3,9.5,6.8
2018-02-27 04:00:00,2018.0,2.0,27.0,4.0,345.0,5.8,6.5,0.92,9.09,4.45,140.0,1026.0,9.1,9.5,6.9
2018-02-27 05:00:00,2018.0,2.0,27.0,5.0,342.0,6.4,7.6,0.85,9.09,4.22,138.0,1026.2,9.1,9.5,6.7
2018-02-27 06:00:00,2018.0,2.0,27.0,6.0,347.0,7.1,8.3,0.82,4.76,4.1,31.0,1026.2,9.3,9.5,6.0
2018-02-27 07:00:00,2018.0,2.0,27.0,7.0,354.0,7.8,9.0,0.94,9.09,4.06,139.0,1026.4,9.2,9.6,4.9
2018-02-27 08:00:00,2018.0,2.0,27.0,8.0,359.0,7.6,8.7,0.92,9.09,3.84,145.0,1026.6,9.1,9.6,5.2
2018-02-27 09:00:00,2018.0,2.0,27.0,9.0,5.0,7.5,8.7,1.03,4.76,4.01,40.0,1027.2,9.4,9.7,4.7
2018-02-27 12:00:00,2018.0,2.0,27.0,12.0,6.0,6.6,8.1,1.08,5.26,4.22,44.0,1029.4,9.3,9.6,4.2
2018-02-27 13:00:00,2018.0,2.0,27.0,13.0,23.0,7.6,8.5,1.07,5.0,4.16,41.0,1029.9,9.2,9.5,4.5
2018-02-27 14:00:00,2018.0,2.0,27.0,14.0,30.0,6.3,7.6,1.16,5.0,4.14,42.0,1030.4,9.8,9.4,5.4
2018-02-27 15:00:00,2018.0,2.0,27.0,15.0,38.0,5.7,7.0,1.13,5.0,4.28,48.0,1030.7,10.0,9.4,5.0
2018-02-27 16:00:00,2018.0,2.0,27.0,16.0,39.0,5.8,6.7,1.15,5.0,4.4,47.0,1030.8,10.1,9.5,4.5
2018-02-27 17:00:00,2018.0,2.0,27.0,17.0,27.0,3.9,4.9,1.14,5.56,4.61,52.0,1031.0,10.1,9.5,3.9
2018-02-27 18:00:00,2018.0,2.0,27.0,18.0,13.0,5.1,6.0,1.1,5.26,4.65,34.0,1030.4,10.0,9.6,3.7
2018-02-27 19:00:00,2018.0,2.0,27.0,19.0,20.0,6.7,7.7,1.13,5.56,4.44,32.0,1029.6,9.4,9.7,3.1
2018-02-27 22:00:00,2018.0,2.0,27.0,22.0,27.0,3.1,3.8,1.0,8.33,4.91,94.0,1029.1,9.1,10.0,1.3
2018-02-27 23:00:00,2018.0,2.0,27.0,23.0,28.0,2.2,2.8,1.07,5.26,5.26,42.0,1028.8,9.1,9.8,0.8
2018-02-28 00:00:00,2018.0,2.0,28.0,0.0,346.0,1.6,2.1,1.03,9.09,5.47,92.0,1029.0,9.0,9.6,0.9
2018-02-28 02:00:00,2018.0,2.0,28.0,2.0,310.0,0.2,0.4,1.03,10.0,5.61,90.0,1028.8,8.5,9.3,0.9
2018-02-28 03:00:00,2018.0,2.0,28.0,3.0,89.0,0.6,1.1,1.06,9.09,5.81,95.0,1027.2,8.4,9.1,1.5
2018-02-28 04:00:00,2018.0,2.0,28.0,4.0,175.0,1.0,1.5,1.03,8.33,5.88,98.0,1027.4,8.8,9.0,0.8
2018-02-28 06:00:00,2018.0,2.0,28.0,6.0,163.0,2.1,2.8,0.99,5.88,5.79,77.0,1026.3,8.6,9.2,2.6
2018-02-28 07:00:00,2018.0,2.0,28.0,7.0,169.0,2.5,3.0,0.9,8.33,5.81,91.0,1026.1,8.8,9.3,3.3
2018-02-28 08:00:00,2018.0,2.0,28.0,8.0,152.0,2.9,3.5,0.96,8.33,6.36,98.0,1025.1,8.9,9.4,2.9
2018-02-28 09:00:00,2018.0,2.0,28.0,9.0,133.0,2.8,3.3,0.95,8.33,6.29,84.0,1024.8,9.1,9.4,3.0
2018-02-28 10:00:00,2018.0,2.0,28.0,10.0,134.0,3.4,4.1,0.96,8.33,6.48,83.0,1024.8,9.5,9.4,3.4
2018-02-28 14:00:00,2018.0,2.0,28.0,14.0,130.0,0.9,1.2,0.86,7.69,6.4,97.0,1024.4,10.2,9.3,7.5
2018-02-28 15:00:00,2018.0,2.0,28.0,15.0,166.0,1.5,1.6,0.86,14.81,7.08,101.0,1023.6,10.2,9.3,7.9
2018-02-28 16:00:00,2018.0,2.0,28.0,16.0,180.0,2.0,2.3,0.88,13.79,7.05,92.0,1022.9,10.2,9.5,8.4
2018-02-28 17:00:00,2018.0,2.0,28.0,17.0,210.0,2.6,3.0,0.84,13.79,7.05,93.0,1021.4,10.3,9.7,7.6
2018-02-28 18:00:00,2018.0,2.0,28.0,18.0,214.0,2.7,3.2,0.88,14.81,7.02,94.0,1020.5,10.6,9.8,5.4
2018-02-28 19:00:00,2018.0,2.0,28.0,19.0,211.0,1.7,2.1,0.88,14.81,7.59,97.0,1019.6,10.7,10.0,6.4
2018-02-28 21:00:00,2018.0,2.0,28.0,21.0,204.0,2.9,3.4,0.82,14.81,7.56,83.0,1018.2,10.7,10.3,7.7
2018-02-28 22:00:00,2018.0,2.0,28.0,22.0,200.0,3.9,4.6,0.86,12.9,7.75,94.0,1017.7,11.0,10.2,7.1
2018-02-28 23:00:00,2018.0,2.0,28.0,23.0,207.0,3.1,3.5,0.87,13.79,7.95,91.0,1017.8,10.8,10.1,8.1
2018-03-01 00:00:00,2018.0,3.0,1.0,0.0,206.0,3.3,3.7,0.91,13.79,8.01,89.0,1017.6,10.6,10.0,8.4
2018-03-01 01:00:00,2018.0,3.0,1.0,1.0,216.0,3.8,4.5,0.82,14.81,7.69,93.0,1017.8,10.8,9.9,8.5
2018-03-01 02:00:00,2018.0,3.0,1.0,2.0,210.0,3.6,4.8,0.92,16.0,7.84,89.0,1017.3,10.7,9.9,8.9
2018-03-01 03:00:00,2018.0,3.0,1.0,3.0,192.0,2.6,3.3,0.93,17.39,7.49,88.0,1016.5,10.8,9.8,9.4
2018-03-01 04:00:00,2018.0,3.0,1.0,4.0,215.0,3.0,3.7,0.89,14.81,7.14,91.0,1016.2,10.8,9.8,10.0
2018-03-01 05:00:00,2018.0,3.0,1.0,5.0,202.0,4.3,4.9,1.1,14.81,7.96,94.0,1015.5,11.1,9.7,10.9
2018-03-01 06:00:00,2018.0,3.0,1.0,6.0,200.0,3.7,4.5,0.97,13.79,6.97,96.0,1014.8,11.1,9.7,10.6
2018-03-01 07:00:00,2018.0,3.0,1.0,7.0,197.0,3.5,4.8,0.94,17.39,6.23,87.0,1013.2,11.0,9.7,11.0
2018-03-01 08:00:00,2018.0,3.0,1.0,8.0,207.0,3.1,4.0,1.19,16.0,6.56,75.0,1012.6,11.4,9.7,11.4
2018-03-01 09:00:00,2018.0,3.0,1.0,9.0,198.0,2.1,2.7,1.29,16.0,7.01,73.0,1012.3,11.2,9.8,11.2
2018-03-01 10:00:00,2018.0,3.0,1.0,10.0,168.0,3.2,3.6,1.26,17.39,7.04,79.0,1011.4,11.2,9.8,11.2
2018-03-01 11:00:00,2018.0,3.0,1.0,11.0,232.0,0.7,1.1,1.5,16.0,7.68,77.0,1011.9,12.1,9.8,12.1
2018-03-01 12:00:00,2018.0,3.0,1.0,12.0,286.0,1.7,2.1,1.41,16.0,7.19,74.0,1012.0,10.5,9.8,10.5
2018-03-01 13:00:00,2018.0,3.0,1.0,13.0,340.0,1.1,1.7,1.53,17.39,7.18,80.0,1012.3,10.2,9.9,10.2
2018-03-01 14:00:00,2018.0,3.0,1.0,14.0,45.0,0.8,1.8,1.75,16.0,7.98,81.0,1011.3,10.3,9.9,10.3
2018-03-01 15:00:00,2018.0,3.0,1.0,15.0,126.0,2.0,2.9,1.48,16.0,7.44,86.0,1010.6,10.5,9.9,10.5
2018-03-01 16:00:00,2018.0,3.0,1.0,16.0,72.0,2.3,2.9,1.84,16.0,7.32,89.0,1010.5,10.6,9.9,10.6
2018-03-01 18:00:00,2018.0,3.0,1.0,18.0,173.0,2.7,3.4,1.88,16.0,7.08,92.0,1008.8,10.7,9.9,10.7
2018-03-01 19:00:00,2018.0,3.0,1.0,19.0,183.0,3.5,4.2,1.68,16.0,6.83,101.0,1007.8,11.0,9.9,11.0
2018-03-01 20:00:00,2018.0,3.0,1.0,20.0,158.0,2.2,2.6,1.52,16.0,6.67,87.0,1006.5,10.8,9.9,10.8
2018-03-01 21:00:00,2018.0,3.0,1.0,21.0,159.0,4.0,4.5,1.43,16.0,6.57,77.0,1005.1,10.8,9.9,10.8
2018-03-01 23:00:00,2018.0,3.0,1.0,23.0,238.0,1.6,2.6,1.52,16.0,6.94,75.0,1003.5,12.5,10.0,12.5
2018-03-02 00:00:00,2018.0,3.0,2.0,0.0,195.0,7.2,8.2,1.49,14.81,6.66,69.0,1001.2,12.3,10.0,12.3
2018-03-02 05:00:00,2018.0,3.0,2.0,5.0,260.0,9.5,11.3,1.58,8.33,5.47,159.0,998.2,11.7,9.7,11.7
2018-03-02 06:00:00,2018.0,3.0,2.0,6.0,252.0,10.1,11.8,1.72,7.69,5.16,162.0,997.7,11.5,9.6,11.5
2018-03-02 08:00:00,2018.0,3.0,2.0,8.0,277.0,11.9,15.1,2.17,8.33,5.46,164.0,998.1,11.8,9.5,7.5
2018-03-02 09:00:00,2018.0,3.0,2.0,9.0,283.0,11.8,14.0,2.3,8.33,5.4,171.0,998.3,10.9,9.4,4.8
2018-03-02 10:00:00,2018.0,3.0,2.0,10.0,281.0,16.7,20.5,2.58,5.88,5.52,257.0,998.2,10.4,9.2,2.4
2018-03-02 11:00:00,2018.0,3.0,2.0,11.0,289.0,16.9,20.9,3.3,6.67,5.86,270.0,998.8,9.6,9.0,1.6
2018-03-02 15:00:00,2018.0,3.0,2.0,15.0,295.0,18.0,23.1,4.21,7.69,6.52,298.0,1000.4,7.9,8.7,0.3
2018-03-02 17:00:00,2018.0,3.0,2.0,17.0,300.0,19.4,24.5,5.01,9.09,6.95,329.0,1000.4,7.5,8.6,-0.1
2018-03-02 18:00:00,2018.0,3.0,2.0,18.0,300.0,21.1,27.3,4.97,9.09,7.04,330.0,1000.2,7.5,8.6,-0.1
2018-03-02 21:00:00,2018.0,3.0,2.0,21.0,307.0,19.7,25.7,4.56,9.09,6.86,333.0,1001.2,8.4,8.8,0.5
2018-03-02 23:00:00,2018.0,3.0,2.0,23.0,309.0,21.1,25.6,4.57,9.09,7.05,340.0,1002.7,8.2,8.7,0.1
2018-03-03 00:00:00,2018.0,3.0,3.0,0.0,312.0,20.0,25.2,5.13,8.33,7.17,331.0,1003.5,7.6,8.6,1.0
2018-03-03 01:00:00,2018.0,3.0,3.0,1.0,317.0,22.1,26.8,5.77,9.09,7.54,345.0,1004.1,7.0,8.6,0.3
2018-03-03 02:00:00,2018.0,3.0,3.0,2.0,320.0,20.6,25.3,5.38,9.09,7.25,344.0,1005.2,6.5,8.7,1.4
2018-03-03 04:00:00,2018.0,3.0,3.0,4.0,320.0,20.3,24.5,5.14,9.09,7.14,344.0,1006.3,6.7,8.6,1.0
2018-03-03 05:00:00,2018.0,3.0,3.0,5.0,323.0,18.4,23.2,5.16,9.09,7.02,353.0,1007.3,6.5,8.7,1.8
2018-03-03 06:00:00,2018.0,3.0,3.0,6.0,325.0,18.3,22.1,5.26,10.81,7.39,19.0,1007.8,6.3,8.9,2.1
2018-03-03 07:00:00,2018.0,3.0,3.0,7.0,325.0,18.4,22.6,5.06,8.33,7.19,355.0,1007.8,6.4,9.2,1.4
2018-03-03 09:00:00,2018.0,3.0,3.0,9.0,325.0,17.0,20.8,4.87,12.9,7.27,36.0,1008.7,6.4,9.7,1.2
2018-03-03 10:00:00,2018.0,3.0,3.0,10.0,328.0,16.6,20.4,5.13,12.9,7.7,24.0,1009.0,6.2,9.9,1.9
2018-03-03 11:00:00,2018.0,3.0,3.0,11.0,328.0,16.9,21.0,5.66,12.9,7.93,30.0,1009.6,6.1,9.9,1.7
2018-03-03 12:00:00,2018.0,3.0,3.0,12.0,325.0,17.4,20.4,5.78,12.9,8.13,27.0,1010.0,6.0,10.0,1.4
2018-03-03 13:00:00,2018.0,3.0,3.0,13.0,331.0,16.7,19.7,5.84,12.12,8.08,31.0,1010.8,6.0,9.9,1.4
2018-03-03 14:00:00,2018.0,3.0,3.0,14.0,332.0,16.7,20.1,5.59,12.9,7.8,37.0,1011.1,6.0,9.8,0.9
2018-03-03 16:00:00,2018.0,3.0,3.0,16.0,340.0,16.3,19.4,5.72,12.9,8.03,31.0,1012.2,6.1,9.2,0.6
2018-03-03 17:00:00,2018.0,3.0,3.0,17.0,340.0,15.7,18.5,5.36,13.79,7.85,31.0,1012.5,6.5,8.9,0.9
2018-03-03 18:00:00,2018.0,3.0,3.0,18.0,341.0,16.7,19.4,5.44,12.9,7.73,34.0,1012.4,7.0,8.7,0.4
2018-03-03 19:00:00,2018.0,3.0,3.0,19.0,332.0,13.7,16.9,5.79,12.9,8.2,30.0,1013.1,7.4,8.6,1.6
2018-03-03 20:00:00,2018.0,3.0,3.0,20.0,341.0,12.7,14.9,5.17,12.9,8.1,39.0,1013.4,7.8,8.9,2.2
2018-03-03 21:00:00,2018.0,3.0,3.0,21.0,346.0,11.9,15.4,5.14,14.81,8.3,47.0,1013.9,8.0,9.2,3.1
2018-03-03 22:00:00,2018.0,3.0,3.0,22.0,353.0,13.1,15.8,5.7,14.81,8.82,46.0,1014.7,8.3,9.3,2.7
2018-03-03 23:00:00,2018.0,3.0,3.0,23.0,350.0,13.1,15.5,6.0,16.0,9.57,51.0,1015.1,8.5,9.3,2.9
2018-03-04 00:00:00,2018.0,3.0,4.0,0.0,355.0,13.2,15.9,6.08,16.0,9.58,56.0,1015.6,8.4,9.3,3.3
2018-03-04 02:00:00,2018.0,3.0,4.0,2.0,342.0,15.6,18.5,5.64,16.0,8.82,47.0,1015.8,7.4,9.5,1.8
2018-03-04 03:00:00,2018.0,3.0,4.0,3.0,350.0,15.6,19.0,5.97,16.0,9.09,48.0,1015.9,7.0,9.4,2.0
2018-03-04 04:00:00,2018.0,3.0,4.0,4.0,346.0,14.8,18.8,5.91,12.9,8.68,45.0,1016.2,6.9,9.2,2.5
2018-03-04 05:00:00,2018.0,3.0,4.0,5.0,352.0,14.8,18.2,5.9,14.81,8.81,44.0,1016.0,6.7,9.1,2.6
2018-03-04 06:00:00,2018.0,3.0,4.0,6.0,352.0,15.4,17.8,6.71,16.0,9.58,57.0,1016.0,6.5,9.0,2.2
2018-03-04 07:00:00,2018.0,3.0,4.0,7.0,355.0,15.4,18.8,6.48,16.0,9.13,54.0,1015.8,6.3,9.1,2.2
2018-03-04 08:00:00,2018.0,3.0,4.0,8.0,347.0,15.5,18.4,6.37,16.0,9.04,51.0,1015.9,6.2,9.3,2.4
2018-03-04 09:00:00,2018.0,3.0,4.0,9.0,345.0,14.8,18.3,6.08,14.81,8.9,50.0,1016.4,6.1,9.3,2.3
2018-03-04 10:00:00,2018.0,3.0,4.0,10.0,342.0,14.7,18.0,6.75,16.0,9.44,50.0,1016.6,6.0,9.4,2.2
2018-03-04 11:00:00,2018.0,3.0,4.0,11.0,348.0,14.7,17.9,6.04,12.9,8.53,47.0,1017.0,6.0,9.4,2.0
2018-03-04 12:00:00,2018.0,3.0,4.0,12.0,347.0,14.6,16.8,5.47,16.0,8.48,58.0,1017.6,6.0,9.3,1.9
2018-03-04 13:00:00,2018.0,3.0,4.0,13.0,357.0,13.5,16.5,6.26,16.0,9.06,55.0,1018.1,6.4,9.3,1.1
2018-03-04 14:00:00,2018.0,3.0,4.0,14.0,360.0,14.2,16.7,6.51,16.0,9.62,56.0,1018.2,6.3,9.3,1.2
2018-03-04 16:00:00,2018.0,3.0,4.0,16.0,350.0,14.0,18.1,6.03,16.0,9.19,50.0,1018.7,6.3,9.3,1.1
2018-03-04 17:00:00,2018.0,3.0,4.0,17.0,355.0,14.0,16.4,5.93,16.0,8.9,51.0,1018.4,6.1,9.4,0.6
2018-03-04 18:00:00,2018.0,3.0,4.0,18.0,349.0,14.3,17.1,5.74,16.0,8.65,55.0,1018.2,6.0,9.4,1.2
2018-03-04 20:00:00,2018.0,3.0,4.0,20.0,352.0,12.1,14.4,5.34,17.39,8.89,54.0,1017.9,6.4,9.3,0.6
2018-03-04 21:00:00,2018.0,3.0,4.0,21.0,348.0,11.8,14.6,5.79,16.0,9.3,51.0,1018.1,6.6,9.4,0.8
2018-03-04 22:00:00,2018.0,3.0,4.0,22.0,346.0,10.2,12.6,5.65,16.0,9.47,59.0,1018.7,6.7,9.4,0.9
2018-03-04 23:00:00,2018.0,3.0,4.0,23.0,351.0,8.7,11.0,5.25,16.0,9.63,62.0,1018.7,6.8,9.4,1.1
2018-03-05 00:00:00,2018.0,3.0,5.0,0.0,358.0,8.5,10.0,5.12,16.0,9.78,61.0,1018.7,7.0,9.3,1.3
2018-03-05 01:00:00,2018.0,3.0,5.0,1.0,342.0,8.6,10.6,4.5,16.0,8.95,58.0,1018.8,7.3,9.3,1.4
2018-03-05 02:00:00,2018.0,3.0,5.0,2.0,349.0,13.7,15.8,5.75,16.0,10.39,60.0,1018.1,7.7,9.3,-2.7
