time,year,month,day,hour,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP
2018-02-26 04:00:00,2018.0,2.0,26.0,4.0,1.0,6.4,7.5,2.04,8.33,6.33,109.0,1014.0,4.5,4.5
2018-02-26 05:00:00,2018.0,2.0,26.0,5.0,353.0,5.0,6.2,1.94,8.33,6.24,107.0,1014.4,4.4,4.5
2018-02-26 06:00:00,2018.0,2.0,26.0,6.0,341.0,6.0,7.5,1.92,8.33,6.26,101.0,1015.0,4.1,4.5
2018-02-26 07:00:00,2018.0,2.0,26.0,7.0,337.0,5.8,6.8,1.79,8.33,6.06,109.0,1015.1,4.0,4.5
2018-02-26 08:00:00,2018.0,2.0,26.0,8.0,312.0,4.7,6.1,1.68,7.69,5.9,106.0,1015.6,3.3,4.5
2018-02-26 09:00:00,2018.0,2.0,26.0,9.0,296.0,3.1,4.7,1.86,8.33,6.28,102.0,1015.7,2.9,4.5
2018-02-26 10:00:00,2018.0,2.0,26.0,10.0,298.0,3.9,5.0,1.7,7.69,6.07,96.0,1015.9,3.0,4.5
2018-02-26 11:00:00,2018.0,2.0,26.0,11.0,298.0,4.2,5.1,1.81,7.69,6.55,92.0,1016.2,3.0,4.4
2018-02-26 12:00:00,2018.0,2.0,26.0,12.0,281.0,4.8,6.1,1.75,8.33,6.75,95.0,1016.6,3.3,4.4
2018-02-26 13:00:00,2018.0,2.0,26.0,13.0,293.0,5.0,5.9,1.61,8.33,6.74,103.0,1017.1,3.6,4.5
2018-02-26 14:00:00,2018.0,2.0,26.0,14.0,289.0,4.5,5.3,1.38,8.33,6.28,98.0,1017.2,4.2,4.5
2018-02-26 16:00:00,2018.0,2.0,26.0,16.0,272.0,4.4,5.2,1.46,8.33,6.8,103.0,1017.2,5.5,4.6
2018-02-26 17:00:00,2018.0,2.0,26.0,17.0,259.0,4.1,4.9,1.34,8.33,6.68,93.0,1017.0,5.7,4.6
2018-02-26 18:00:00,2018.0,2.0,26.0,18.0,259.0,3.3,4.3,1.31,8.33,6.79,100.0,1016.4,6.0,4.7
2018-02-26 19:00:00,2018.0,2.0,26.0,19.0,261.0,4.4,5.3,1.32,7.69,6.67,90.0,1016.2,6.5,4.7
2018-02-26 20:00:00,2018.0,2.0,26.0,20.0,268.0,4.6,5.5,1.38,8.33,6.65,89.0,1016.2,6.4,4.7
2018-02-26 21:00:00,2018.0,2.0,26.0,21.0,258.0,4.2,5.0,1.24,7.69,6.51,82.0,1016.8,6.5,4.7
2018-02-26 22:00:00,2018.0,2.0,26.0,22.0,260.0,5.1,5.9,1.12,7.69,6.29,87.0,1017.0,6.7,4.6
2018-02-27 00:00:00,2018.0,2.0,27.0,0.0,272.0,6.3,7.2,0.97,7.69,6.23,79.0,1018.2,6.8,4.6
2018-02-27 01:00:00,2018.0,2.0,27.0,1.0,276.0,7.1,8.1,0.98,8.33,5.44,104.0,1019.1,6.7,4.6
2018-02-27 02:00:00,2018.0,2.0,27.0,2.0,284.0,7.6,8.7,0.98,9.09,5.03,102.0,1019.9,6.3,4.6
2018-02-27 03:00:00,2018.0,2.0,27.0,3.0,295.0,5.2,6.2,0.86,8.33,4.89,90.0,1020.6,5.6,4.5
2018-02-27 04:00:00,2018.0,2.0,27.0,4.0,304.0,5.8,6.9,0.96,9.09,5.81,118.0,1021.5,5.3,4.5
2018-02-27 05:00:00,2018.0,2.0,27.0,5.0,308.0,4.8,5.9,0.85,8.33,5.7,103.0,1022.5,5.0,4.5
2018-02-27 06:00:00,2018.0,2.0,27.0,6.0,302.0,7.1,9.2,0.98,8.33,4.99,102.0,1023.0,4.9,4.5
2018-02-27 07:00:00,2018.0,2.0,27.0,7.0,305.0,6.7,8.0,1.0,9.09,5.48,91.0,1023.5,4.4,4.5
2018-02-27 08:00:00,2018.0,2.0,27.0,8.0,293.0,6.0,7.2,1.0,9.09,5.11,92.0,1023.8,4.2,4.5
2018-02-27 09:00:00,2018.0,2.0,27.0,9.0,290.0,5.9,6.9,0.95,9.09,5.3,92.0,1024.0,3.8,4.5
2018-02-27 12:00:00,2018.0,2.0,27.0,12.0,284.0,5.6,6.5,0.79,9.09,5.79,95.0,1025.7,3.7,4.3
2018-02-27 13:00:00,2018.0,2.0,27.0,13.0,274.0,5.3,6.4,0.76,8.33,5.34,92.0,1026.0,3.8,4.4
2018-02-27 14:00:00,2018.0,2.0,27.0,14.0,274.0,3.6,4.8,0.66,10.0,5.38,78.0,1026.0,4.3,4.4
2018-02-27 15:00:00,2018.0,2.0,27.0,15.0,264.0,5.4,6.2,0.65,9.09,5.14,93.0,1025.5,4.7,4.5
2018-02-27 16:00:00,2018.0,2.0,27.0,16.0,253.0,4.6,5.9,0.62,10.0,5.26,83.0,1025.4,5.4,4.5
2018-02-27 17:00:00,2018.0,2.0,27.0,17.0,255.0,3.0,3.4,0.55,10.0,5.99,111.0,1024.5,5.8,4.6
2018-02-27 18:00:00,2018.0,2.0,27.0,18.0,179.0,2.2,2.5,0.53,8.33,6.66,87.0,1023.7,6.2,5.0
2018-02-27 19:00:00,2018.0,2.0,27.0,19.0,178.0,2.4,2.6,0.58,9.09,7.05,71.0,1023.1,7.3,5.2
2018-02-27 22:00:00,2018.0,2.0,27.0,22.0,156.0,5.2,6.2,0.63,9.09,7.71,61.0,1021.8,5.5,4.9
2018-02-27 23:00:00,2018.0,2.0,27.0,23.0,150.0,5.1,5.8,0.65,10.81,5.54,61.0,1021.4,5.4,4.8
2018-02-28 00:00:00,2018.0,2.0,28.0,0.0,159.0,4.8,5.4,0.61,10.0,5.29,42.0,1021.4,5.7,4.8
2018-02-28 02:00:00,2018.0,2.0,28.0,2.0,197.0,6.0,6.9,0.56,10.81,5.06,72.0,1020.6,5.8,4.7
2018-02-28 03:00:00,2018.0,2.0,28.0,3.0,201.0,6.4,7.5,0.63,10.81,3.92,40.0,1020.0,6.0,4.7
2018-02-28 04:00:00,2018.0,2.0,28.0,4.0,206.0,7.0,8.1,0.69,10.0,3.56,92.0,1019.6,5.6,4.6
2018-02-28 06:00:00,2018.0,2.0,28.0,6.0,213.0,7.3,8.9,0.65,9.09,3.44,84.0,1019.4,5.4,4.5
2018-02-28 07:00:00,2018.0,2.0,28.0,7.0,219.0,8.3,9.5,0.65,10.0,3.59,83.0,1019.0,5.5,4.5
2018-02-28 08:00:00,2018.0,2.0,28.0,8.0,218.0,8.7,10.2,0.71,3.03,3.42,215.0,1018.4,5.6,4.5
2018-02-28 09:00:00,2018.0,2.0,28.0,9.0,225.0,7.7,9.0,0.7,3.13,3.45,215.0,1018.2,5.6,4.5
2018-02-28 10:00:00,2018.0,2.0,28.0,10.0,228.0,7.4,8.7,0.68,3.23,3.62,212.0,1017.8,5.5,4.5
2018-02-28 14:00:00,2018.0,2.0,28.0,14.0,241.0,4.1,4.6,0.53,16.0,4.14,47.0,1016.4,6.3,4.5
2018-02-28 15:00:00,2018.0,2.0,28.0,15.0,195.0,3.7,4.1,0.54,17.39,4.28,86.0,1015.4,7.4,4.6
2018-02-28 16:00:00,2018.0,2.0,28.0,16.0,190.0,3.9,4.3,0.58,16.0,5.48,327.0,1014.5,7.6,4.8
2018-02-28 17:00:00,2018.0,2.0,28.0,17.0,167.0,5.8,6.5,0.49,16.0,5.19,45.0,1013.0,8.8,4.8
2018-02-28 18:00:00,2018.0,2.0,28.0,18.0,150.0,6.1,6.5,0.58,16.0,4.94,229.0,1012.1,7.7,4.9
2018-02-28 19:00:00,2018.0,2.0,28.0,19.0,149.0,5.0,5.9,0.62,16.0,4.64,62.0,1011.4,7.2,4.9
2018-02-28 21:00:00,2018.0,2.0,28.0,21.0,169.0,5.4,6.6,0.7,16.0,4.21,110.0,1010.3,8.4,5.0
2018-02-28 22:00:00,2018.0,2.0,28.0,22.0,179.0,6.7,7.7,0.78,16.0,4.15,306.0,1010.2,8.0,4.9
2018-02-28 23:00:00,2018.0,2.0,28.0,23.0,188.0,5.8,8.2,0.76,16.0,4.15,322.0,1010.3,7.8,4.9
2018-03-01 00:00:00,2018.0,3.0,1.0,0.0,192.0,5.9,6.7,0.87,14.81,5.12,67.0,1010.3,7.0,4.9
2018-03-01 01:00:00,2018.0,3.0,1.0,1.0,202.0,5.8,6.5,0.85,14.81,5.31,75.0,1010.3,6.7,4.9
2018-03-01 02:00:00,2018.0,3.0,1.0,2.0,219.0,2.2,3.5,0.77,13.79,5.26,91.0,1010.6,6.4,4.8
2018-03-01 03:00:00,2018.0,3.0,1.0,3.0,162.0,3.6,3.9,0.78,14.81,6.47,59.0,1009.8,6.6,4.8
2018-03-01 04:00:00,2018.0,3.0,1.0,4.0,165.0,3.6,4.1,0.77,13.79,6.76,65.0,1009.9,5.8,4.8
2018-03-01 05:00:00,2018.0,3.0,1.0,5.0,164.0,3.4,3.8,0.72,14.81,7.19,69.0,1009.8,5.8,4.7
2018-03-01 06:00:00,2018.0,3.0,1.0,6.0,163.0,2.6,2.9,0.72,14.81,8.09,48.0,1009.7,5.7,4.7
2018-03-01 07:00:00,2018.0,3.0,1.0,7.0,156.0,3.2,4.0,0.68,16.0,8.15,78.0,1009.2,5.7,4.7
2018-03-01 08:00:00,2018.0,3.0,1.0,8.0,170.0,3.4,3.7,0.63,16.0,8.4,49.0,1008.9,5.8,4.7
2018-03-01 09:00:00,2018.0,3.0,1.0,9.0,178.0,2.2,2.5,0.66,13.79,8.75,36.0,1008.9,5.4,4.7
2018-03-01 10:00:00,2018.0,3.0,1.0,10.0,177.0,0.4,0.9,0.64,14.81,8.82,47.0,1009.2,5.2,4.7
2018-03-01 11:00:00,2018.0,3.0,1.0,11.0,205.0,1.4,1.7,0.55,16.0,8.01,48.0,1009.5,5.7,4.6
2018-03-01 12:00:00,2018.0,3.0,1.0,12.0,212.0,2.6,3.2,0.56,13.79,8.13,112.0,1010.1,6.0,4.6
2018-03-01 13:00:00,2018.0,3.0,1.0,13.0,186.0,1.7,2.1,0.67,14.81,9.23,56.0,1010.0,6.7,4.8
2018-03-01 14:00:00,2018.0,3.0,1.0,14.0,185.0,2.0,2.2,0.73,13.79,9.52,46.0,1010.0,7.4,5.0
2018-03-01 15:00:00,2018.0,3.0,1.0,15.0,180.0,1.3,1.6,0.62,14.81,9.01,48.0,1009.6,9.3,5.8
2018-03-01 16:00:00,2018.0,3.0,1.0,16.0,152.0,0.9,1.2,0.73,13.79,9.85,72.0,1010.0,9.6,6.4
2018-03-01 18:00:00,2018.0,3.0,1.0,18.0,57.0,1.5,2.6,0.65,12.9,9.82,79.0,1010.6,5.9,5.3
2018-03-01 19:00:00,2018.0,3.0,1.0,19.0,35.0,5.4,6.0,0.58,12.12,9.58,114.0,1010.1,5.9,5.2
2018-03-01 20:00:00,2018.0,3.0,1.0,20.0,72.0,4.6,5.2,0.69,13.79,7.27,87.0,1010.2,5.7,5.1
2018-03-01 21:00:00,2018.0,3.0,1.0,21.0,72.0,6.0,7.2,0.69,12.9,5.2,30.0,1009.5,5.4,5.0
2018-03-01 23:00:00,2018.0,3.0,1.0,23.0,64.0,7.3,8.8,0.71,13.79,4.3,63.0,1008.8,5.5,4.9
2018-03-02 00:00:00,2018.0,3.0,2.0,0.0,62.0,6.3,7.5,0.81,13.79,4.13,116.0,1008.4,5.5,4.8
2018-03-02 05:00:00,2018.0,3.0,2.0,5.0,42.0,11.2,13.5,1.95,5.56,4.85,44.0,1004.7,4.6,4.5
2018-03-02 06:00:00,2018.0,3.0,2.0,6.0,40.0,13.2,15.9,2.2,6.25,5.31,48.0,1002.7,4.5,4.5
2018-03-02 08:00:00,2018.0,3.0,2.0,8.0,33.0,15.8,19.8,3.05,7.14,5.92,52.0,998.0,4.4,4.4
2018-03-02 09:00:00,2018.0,3.0,2.0,9.0,32.0,16.9,21.6,3.1,7.14,5.99,46.0,996.7,4.3,4.4
2018-03-02 10:00:00,2018.0,3.0,2.0,10.0,31.0,17.3,20.7,3.52,7.69,6.23,40.0,995.2,4.2,4.4
2018-03-02 11:00:00,2018.0,3.0,2.0,11.0,31.0,17.3,20.8,3.53,8.33,6.34,45.0,995.0,4.1,4.3
2018-03-02 15:00:00,2018.0,3.0,2.0,15.0,28.0,17.6,21.4,4.44,9.09,7.13,43.0,990.1,5.4,4.4
2018-03-02 17:00:00,2018.0,3.0,2.0,17.0,34.0,18.2,24.6,4.64,9.09,7.33,41.0,989.7,5.9,4.3
2018-03-02 18:00:00,2018.0,3.0,2.0,18.0,32.0,18.7,22.8,4.85,10.0,7.6,45.0,990.1,5.5,4.3
2018-03-02 21:00:00,2018.0,3.0,2.0,21.0,28.0,19.9,26.1,6.42,10.81,8.55,58.0,994.1,5.4,4.6
2018-03-02 23:00:00,2018.0,3.0,2.0,23.0,26.0,22.7,28.1,7.03,11.43,8.63,82.0,995.8,4.2,4.7
2018-03-03 00:00:00,2018.0,3.0,3.0,0.0,25.0,22.8,27.9,6.95,11.43,8.78,61.0,996.9,3.4,4.8
2018-03-03 01:00:00,2018.0,3.0,3.0,1.0,25.0,22.3,28.7,6.48,10.81,8.39,90.0,998.6,3.0,4.8
2018-03-03 02:00:00,2018.0,3.0,3.0,2.0,20.0,19.1,26.1,8.16,12.12,9.3,76.0,1000.0,2.9,4.8
2018-03-03 04:00:00,2018.0,3.0,3.0,4.0,12.0,18.3,23.3,7.34,13.79,9.25,105.0,1001.8,5.0,4.8
2018-03-03 05:00:00,2018.0,3.0,3.0,5.0,12.0,16.9,21.4,6.73,11.43,9.07,97.0,1003.0,4.9,4.8
2018-03-03 06:00:00,2018.0,3.0,3.0,6.0,14.0,17.1,20.7,6.37,11.43,8.98,77.0,1003.5,4.6,4.8
2018-03-03 07:00:00,2018.0,3.0,3.0,7.0,17.0,17.5,22.1,6.46,13.79,9.31,98.0,1005.0,4.1,4.8
2018-03-03 09:00:00,2018.0,3.0,3.0,9.0,11.0,17.0,21.6,6.08,13.79,8.86,121.0,1006.5,4.0,4.8
2018-03-03 10:00:00,2018.0,3.0,3.0,10.0,12.0,15.9,19.8,6.06,12.12,8.82,89.0,1007.8,4.1,4.8
2018-03-03 11:00:00,2018.0,3.0,3.0,11.0,5.0,15.5,18.8,5.94,13.79,8.76,92.0,1008.4,4.2,4.8
2018-03-03 12:00:00,2018.0,3.0,3.0,12.0,8.0,14.6,17.2,5.43,13.79,8.67,94.0,1009.3,4.4,4.8
2018-03-03 13:00:00,2018.0,3.0,3.0,13.0,11.0,15.7,19.8,5.49,13.79,8.4,96.0,1010.1,4.4,4.8
2018-03-03 14:00:00,2018.0,3.0,3.0,14.0,17.0,16.0,19.4,5.34,12.9,8.14,85.0,1010.5,4.5,4.8
2018-03-03 16:00:00,2018.0,3.0,3.0,16.0,19.0,15.0,18.6,5.93,13.79,8.88,93.0,1011.8,3.8,4.8
2018-03-03 17:00:00,2018.0,3.0,3.0,17.0,22.0,15.5,19.1,5.58,10.81,8.66,92.0,1011.9,4.2,4.8
2018-03-03 18:00:00,2018.0,3.0,3.0,18.0,21.0,14.7,17.9,6.01,12.12,9.05,85.0,1012.7,4.5,4.8
2018-03-03 19:00:00,2018.0,3.0,3.0,19.0,12.0,14.7,18.6,5.72,12.12,8.98,91.0,1013.6,3.9,4.8
2018-03-03 20:00:00,2018.0,3.0,3.0,20.0,17.0,12.4,15.4,5.49,14.81,9.18,101.0,1014.4,4.7,4.8
2018-03-03 21:00:00,2018.0,3.0,3.0,21.0,12.0,14.9,17.5,5.27,10.81,8.69,81.0,1015.1,4.8,4.8
2018-03-03 22:00:00,2018.0,3.0,3.0,22.0,2.0,12.3,14.8,5.23,14.81,8.98,92.0,1015.8,4.7,4.9
2018-03-03 23:00:00,2018.0,3.0,3.0,23.0,360.0,11.9,14.4,4.82,11.43,8.64,98.0,1015.8,5.1,4.9
2018-03-04 00:00:00,2018.0,3.0,4.0,0.0,7.0,11.6,14.0,4.35,10.81,8.1,81.0,1015.9,5.3,4.9
2018-03-04 02:00:00,2018.0,3.0,4.0,2.0,23.0,14.1,18.5,4.71,14.81,8.58,95.0,1015.5,5.2,4.8
2018-03-04 03:00:00,2018.0,3.0,4.0,3.0,27.0,13.3,16.5,4.69,13.79,8.18,92.0,1015.4,4.9,4.8
2018-03-04 04:00:00,2018.0,3.0,4.0,4.0,21.0,13.8,16.9,5.06,13.79,8.56,90.0,1015.5,4.5,4.8
2018-03-04 05:00:00,2018.0,3.0,4.0,5.0,17.0,11.7,14.7,5.54,14.81,9.11,90.0,1016.0,4.6,4.8
2018-03-04 06:00:00,2018.0,3.0,4.0,6.0,4.0,12.4,15.0,4.83,14.81,8.66,93.0,1015.6,4.3,4.8
2018-03-04 07:00:00,2018.0,3.0,4.0,7.0,3.0,12.3,15.7,5.14,14.81,8.99,97.0,1015.5,3.6,4.8
2018-03-04 08:00:00,2018.0,3.0,4.0,8.0,10.0,12.8,15.5,4.96,16.0,9.03,96.0,1015.5,4.3,4.8
2018-03-04 09:00:00,2018.0,3.0,4.0,9.0,7.0,12.4,15.9,4.75,14.81,8.59,104.0,1015.9,4.1,4.8
2018-03-04 10:00:00,2018.0,3.0,4.0,10.0,13.0,12.3,15.5,4.73,16.0,8.69,96.0,1016.3,4.3,4.8
2018-03-04 11:00:00,2018.0,3.0,4.0,11.0,11.0,12.0,14.6,4.68,16.0,8.74,75.0,1016.5,4.2,4.8
2018-03-04 12:00:00,2018.0,3.0,4.0,12.0,12.0,11.9,14.2,4.73,16.0,8.77,82.0,1016.6,3.9,4.8
2018-03-04 13:00:00,2018.0,3.0,4.0,13.0,17.0,10.7,12.4,4.81,14.81,8.57,98.0,1016.7,3.7,4.8
2018-03-04 14:00:00,2018.0,3.0,4.0,14.0,14.0,10.5,13.2,4.41,14.81,8.41,84.0,1016.6,3.5,4.8
2018-03-04 16:00:00,2018.0,3.0,4.0,16.0,32.0,9.8,12.3,4.47,14.81,8.67,87.0,1015.8,3.3,4.8
2018-03-04 17:00:00,2018.0,3.0,4.0,17.0,34.0,9.3,11.3,4.78,14.81,9.25,88.0,1015.2,3.5,4.8
2018-03-04 18:00:00,2018.0,3.0,4.0,18.0,34.0,8.2,10.9,4.34,14.81,9.09,89.0,1014.7,3.7,4.8
2018-03-04 20:00:00,2018.0,3.0,4.0,20.0,34.0,6.8,8.6,4.69,16.0,9.97,85.0,1014.9,3.6,4.8
2018-03-04 21:00:00,2018.0,3.0,4.0,21.0,45.0,7.2,8.9,4.39,14.81,9.85,85.0,1015.1,3.6,4.8
2018-03-04 22:00:00,2018.0,3.0,4.0,22.0,42.0,7.5,9.5,4.27,16.0,9.31,81.0,1015.3,3.6,4.8
2018-03-04 23:00:00,2018.0,3.0,4.0,23.0,32.0,7.1,9.2,3.79,16.0,8.84,70.0,1015.5,3.8,4.8
2018-03-05 00:00:00,2018.0,3.0,5.0,0.0,28.0,8.1,9.8,3.89,16.0,8.94,71.0,1015.1,4.0,4.8
2018-03-05 01:00:00,2018.0,3.0,5.0,1.0,21.0,9.4,11.7,3.78,16.0,8.68,68.0,1014.8,4.1,4.8
2018-03-05 02:00:00,2018.0,3.0,5.0,2.0,36.0,10.7,12.6,3.66,16.0,7.87,81.0,1014.3,3.0,4.8
2018-03-05 03:00:00,2018.0,3.0,5.0,3.0,8.0,9.6,12.5,3.78,16.0,8.1,76.0,1014.0,2.8,4.8
2018-03-05 04:00:00,2018.0,3.0,5.0,4.0,15.0,12.1,15.2,3.68,13.79,7.54,90.0,1013.5,1.6,4.8
2018-03-05 06:00:00,2018.0,3.0,5.0,6.0,8.0,13.5,16.2,4.08,16.0,7.96,96.0,1012.5,1.9,4.8
2018-03-05 07:00:00,2018.0,3.0,5.0,7.0,1.0,12.5,15.4,4.42,14.81,8.27,102.0,1012.2,1.4,4.7
2018-03-05 08:00:00,2018.0,3.0,5.0,8.0,3.0,13.0,15.4,4.47,16.0,8.29,101.0,1012.2,1.2,4.8
2018-03-05 09:00:00,2018.0,3.0,5.0,9.0,3.0,13.3,16.1,4.49,16.0,8.21,94.0,1012.3,1.4,4.8
2018-03-05 10:00:00,2018.0,3.0,5.0,10.0,5.0,13.4,16.0,4.21,16.0,7.8,128.0,1012.5,1.9,4.8
2018-03-05 11:00:00,2018.0,3.0,5.0,11.0,15.0,14.4,17.9,4.34,14.81,8.05,86.0,1012.9,3.1,4.8
2018-03-05 12:00:00,2018.0,3.0,5.0,12.0,11.0,14.4,18.0,4.34,11.43,7.72,81.0,1013.5,2.3,4.8
2018-03-05 13:00:00,2018.0,3.0,5.0,13.0,14.0,14.6,17.4,4.43,16.0,7.7,105.0,1013.8,2.3,4.8
