time,year,month,day,hour,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,power_44008
2018-04-12 21:00:00,2018.0,4.0,12.0,21.0,1.43,9.09,5.13,74.0,1017.6,8.3,6.3,5.129774792999998
2018-04-12 22:00:00,2018.0,4.0,12.0,22.0,1.56,10.0,4.99,87.0,1016.8,8.6,6.6,5.938251696000001
2018-04-13 00:00:00,2018.0,4.0,13.0,0.0,1.58,10.0,4.89,65.0,1016.7,9.1,6.8,5.969416644000001
2018-04-13 01:00:00,2018.0,4.0,13.0,1.0,1.81,10.0,5.44,70.0,1016.7,9.4,6.9,8.714950176
2018-04-13 02:00:00,2018.0,4.0,13.0,2.0,1.64,9.09,5.22,73.0,1017.0,9.6,6.8,6.865419167999998
2018-04-13 03:00:00,2018.0,4.0,13.0,3.0,1.59,5.56,5.41,173.0,1016.1,9.2,6.6,6.688063269000001
2018-04-13 05:00:00,2018.0,4.0,13.0,5.0,1.66,10.0,5.66,75.0,1014.4,9.9,6.1,7.626784343999999
2018-04-13 06:00:00,2018.0,4.0,13.0,6.0,1.95,6.25,5.55,205.0,1013.1,10.7,6.1,10.319794874999998
2018-04-13 07:00:00,2018.0,4.0,13.0,7.0,2.26,6.67,5.64,195.0,1012.6,11.0,6.1,14.086556495999995
2018-04-13 08:00:00,2018.0,4.0,13.0,8.0,2.79,7.14,5.97,209.0,1012.2,11.1,6.1,22.724356653
2018-04-13 10:00:00,2018.0,4.0,13.0,10.0,3.05,8.33,6.06,212.0,1013.2,10.7,6.1,27.566470349999992
2018-04-13 11:00:00,2018.0,4.0,13.0,11.0,3.57,7.69,6.62,209.0,1014.2,10.5,6.1,41.257535382
2018-04-13 12:00:00,2018.0,4.0,13.0,12.0,3.43,8.33,6.49,229.0,1014.8,10.0,6.2,37.337204289
2018-04-13 13:00:00,2018.0,4.0,13.0,13.0,3.49,9.09,6.89,217.0,1015.6,9.6,6.2,41.037314721
2018-04-13 14:00:00,2018.0,4.0,13.0,14.0,3.86,9.09,7.34,217.0,1016.5,9.1,6.1,53.478538295999996
2018-04-13 15:00:00,2018.0,4.0,13.0,15.0,3.69,9.09,7.25,226.0,1016.1,8.9,6.1,48.272478525
2018-04-13 16:00:00,2018.0,4.0,13.0,16.0,3.56,9.09,7.44,222.0,1015.9,8.9,6.1,46.108584576
2018-04-13 17:00:00,2018.0,4.0,13.0,17.0,3.61,10.0,7.64,229.0,1015.6,9.3,6.1,48.68740431599999
2018-04-13 18:00:00,2018.0,4.0,13.0,18.0,3.41,10.0,7.47,215.0,1016.0,8.9,6.2,42.475472523
2018-04-13 19:00:00,2018.0,4.0,13.0,19.0,3.75,9.09,7.84,208.0,1015.4,9.0,6.2,53.91224999999999
2018-04-13 23:00:00,2018.0,4.0,13.0,23.0,2.83,9.09,6.65,210.0,1015.0,9.4,6.2,26.043741465000004
2018-04-14 01:00:00,2018.0,4.0,14.0,1.0,2.48,9.09,6.28,204.0,1015.8,9.6,6.3,18.887386368
2018-04-14 03:00:00,2018.0,4.0,14.0,3.0,2.38,9.09,6.3,203.0,1015.6,10.0,6.3,17.450317079999998
2018-04-14 04:00:00,2018.0,4.0,14.0,4.0,2.31,9.09,6.19,218.0,1015.7,10.0,6.2,16.151894451000004
2018-04-14 05:00:00,2018.0,4.0,14.0,5.0,2.45,9.09,6.37,209.0,1014.6,10.3,6.2,18.697367325000002
2018-04-14 06:00:00,2018.0,4.0,14.0,6.0,2.39,8.33,6.26,206.0,1013.8,10.1,6.2,17.485537794
2018-04-14 07:00:00,2018.0,4.0,14.0,7.0,2.37,8.33,6.23,196.0,1013.8,10.0,6.1,17.111717343000002
2018-04-14 08:00:00,2018.0,4.0,14.0,8.0,2.27,7.69,6.05,190.0,1014.0,10.3,6.1,15.244597005
2018-04-14 09:00:00,2018.0,4.0,14.0,9.0,2.29,7.14,5.86,202.0,1014.2,10.2,6.1,15.027178314000002
2018-04-14 10:00:00,2018.0,4.0,14.0,10.0,2.45,8.33,5.85,201.0,1014.6,10.2,6.1,17.171051625
2018-04-14 11:00:00,2018.0,4.0,14.0,11.0,2.33,7.69,5.65,209.0,1015.2,10.4,6.2,14.999236365000003
2018-04-14 12:00:00,2018.0,4.0,14.0,12.0,2.48,8.33,5.79,209.0,1015.6,10.1,6.2,17.413689024
2018-04-14 14:00:00,2018.0,4.0,14.0,14.0,2.57,8.33,6.3,207.0,1016.9,9.6,6.3,20.347715429999994
2018-04-14 15:00:00,2018.0,4.0,14.0,15.0,2.43,8.33,6.25,207.0,1017.7,8.3,6.4,18.046850625
2018-04-14 18:00:00,2018.0,4.0,14.0,18.0,2.27,9.09,6.79,209.0,1017.7,8.6,7.5,17.109225399
2018-04-14 19:00:00,2018.0,4.0,14.0,19.0,2.33,9.09,6.85,214.0,1018.2,8.4,7.4,18.184914885
2018-04-14 20:00:00,2018.0,4.0,14.0,20.0,2.7,9.09,7.27,215.0,1018.7,7.2,7.1,25.916168700000004
2018-04-14 21:00:00,2018.0,4.0,14.0,21.0,2.3,8.33,6.86,213.0,1019.6,7.0,6.9,17.745516599999995
2018-04-14 22:00:00,2018.0,4.0,14.0,22.0,2.35,8.33,6.55,211.0,1020.1,6.6,6.6,17.688291375000002
2018-04-14 23:00:00,2018.0,4.0,14.0,23.0,2.09,8.33,5.92,208.0,1021.4,6.7,6.4,12.645125327999997
2018-04-15 00:00:00,2018.0,4.0,15.0,0.0,1.87,8.33,5.51,214.0,1023.3,6.7,6.4,9.422012391
2018-04-15 01:00:00,2018.0,4.0,15.0,1.0,1.96,8.33,5.27,206.0,1023.4,6.6,6.4,9.899918447999998
2018-04-15 05:00:00,2018.0,4.0,15.0,5.0,2.27,5.88,5.29,38.0,1023.4,6.1,6.2,13.329573249
2018-04-15 07:00:00,2018.0,4.0,15.0,7.0,2.18,5.88,5.14,39.0,1023.7,5.9,6.1,11.944967304
2018-04-15 08:00:00,2018.0,4.0,15.0,8.0,2.4,6.67,5.28,37.0,1024.0,5.6,6.1,14.871859200000001
2018-04-15 09:00:00,2018.0,4.0,15.0,9.0,2.23,6.25,5.04,31.0,1024.6,5.4,6.1,12.256010424000001
2018-04-15 10:00:00,2018.0,4.0,15.0,10.0,2.47,6.67,5.31,51.0,1024.9,4.7,6.1,15.841535931000001
2018-04-15 11:00:00,2018.0,4.0,15.0,11.0,2.61,7.14,5.74,48.0,1025.6,4.9,6.1,19.120611005999997
2018-04-15 12:00:00,2018.0,4.0,15.0,12.0,2.51,7.14,5.81,52.0,1026.3,5.0,6.1,17.899151108999995
2018-04-15 13:00:00,2018.0,4.0,15.0,13.0,2.4,7.14,5.72,46.0,1026.5,5.0,6.7,16.1111808
2018-04-15 14:00:00,2018.0,4.0,15.0,14.0,2.7,7.69,6.08,43.0,1026.4,4.8,6.7,21.674044800000004
2018-04-15 15:00:00,2018.0,4.0,15.0,15.0,2.89,7.69,6.11,47.0,1026.2,5.0,6.6,24.954320859000003
2018-04-15 16:00:00,2018.0,4.0,15.0,16.0,2.95,7.14,6.08,45.0,1026.0,5.0,6.6,25.873576800000002
2018-04-15 17:00:00,2018.0,4.0,15.0,17.0,2.9,7.69,5.87,35.0,1026.3,5.2,6.6,24.140316300000002
2018-04-15 18:00:00,2018.0,4.0,15.0,18.0,3.26,7.14,5.92,36.0,1025.8,5.5,6.2,30.765626688
2018-04-15 19:00:00,2018.0,4.0,15.0,19.0,3.13,7.69,5.89,41.0,1024.9,5.5,6.1,28.217129348999993
2018-04-15 20:00:00,2018.0,4.0,15.0,20.0,2.93,7.14,5.76,42.0,1024.6,5.7,6.1,24.180572736000002
2018-04-15 22:00:00,2018.0,4.0,15.0,22.0,3.23,7.69,6.11,46.0,1025.2,5.6,6.1,31.171314290999998
2018-04-15 23:00:00,2018.0,4.0,15.0,23.0,3.34,8.33,6.22,58.0,1025.6,5.9,6.1,33.930649848
2018-04-16 00:00:00,2018.0,4.0,16.0,0.0,3.28,8.33,6.4,53.0,1025.5,6.1,6.1,33.66948863999999
2018-04-16 01:00:00,2018.0,4.0,16.0,1.0,3.28,8.33,6.53,62.0,1025.1,6.2,6.2,34.35340012799999
2018-04-16 02:00:00,2018.0,4.0,16.0,2.0,3.81,8.33,6.95,54.0,1024.3,6.5,6.5,49.333691654999996
2018-04-16 03:00:00,2018.0,4.0,16.0,3.0,3.27,8.33,6.6,60.0,1023.7,6.8,6.6,34.51026545999999
2018-04-16 04:00:00,2018.0,4.0,16.0,4.0,3.25,8.33,6.45,60.0,1023.4,6.9,6.6,33.314653125
2018-04-16 05:00:00,2018.0,4.0,16.0,5.0,3.19,7.69,6.25,35.0,1022.6,7.4,6.5,31.100705624999996
2018-04-16 06:00:00,2018.0,4.0,16.0,6.0,3.12,7.69,6.18,46.0,1022.2,7.4,6.2,29.417551488
2018-04-16 07:00:00,2018.0,4.0,16.0,7.0,3.13,8.33,6.26,56.0,1021.5,7.6,6.1,29.989682465999994
2018-04-16 08:00:00,2018.0,4.0,16.0,8.0,3.32,8.33,6.41,57.0,1020.1,7.7,6.2,34.549602576
2018-04-16 09:00:00,2018.0,4.0,16.0,9.0,2.89,7.69,6.03,56.0,1019.7,7.9,6.2,24.627586707000003
2018-04-16 10:00:00,2018.0,4.0,16.0,10.0,3.05,8.33,6.32,60.0,1018.8,8.3,6.3,28.749190199999994
2018-04-16 11:00:00,2018.0,4.0,16.0,11.0,3.0,8.33,6.31,75.0,1017.9,9.1,6.3,27.77031
2018-04-16 12:00:00,2018.0,4.0,16.0,12.0,3.12,8.33,6.56,71.0,1017.4,9.0,6.4,31.226397696000003
2018-04-16 14:00:00,2018.0,4.0,16.0,14.0,3.16,9.09,6.61,78.0,1015.3,9.5,6.3,32.276355024000004
2018-04-16 15:00:00,2018.0,4.0,16.0,15.0,2.93,9.09,6.4,83.0,1014.3,9.6,6.3,26.867303040000003
2018-04-16 16:00:00,2018.0,4.0,16.0,16.0,2.83,8.33,6.35,69.0,1013.0,9.7,6.3,24.868835835
2018-04-16 17:00:00,2018.0,4.0,16.0,17.0,2.9,9.09,6.49,66.0,1011.2,10.0,6.3,26.690060100000004
2018-04-16 18:00:00,2018.0,4.0,16.0,18.0,2.89,9.09,6.18,58.0,1010.7,10.3,6.4,25.240213242
2018-04-16 19:00:00,2018.0,4.0,16.0,19.0,3.11,9.09,6.46,58.0,1009.3,10.2,6.4,30.553583573999994
2018-04-16 20:00:00,2018.0,4.0,16.0,20.0,3.04,9.09,6.52,64.0,1007.1,10.9,6.2,29.464808447999996
2018-04-16 21:00:00,2018.0,4.0,16.0,21.0,3.08,9.09,6.38,74.0,1005.4,11.0,6.1,29.595860447999996
2018-04-16 22:00:00,2018.0,4.0,16.0,22.0,3.15,8.33,6.21,63.0,1003.2,11.2,6.2,30.131556525
2018-04-16 23:00:00,2018.0,4.0,16.0,23.0,3.22,9.09,6.39,80.0,1004.0,10.7,6.2,32.398243164
2018-04-17 00:00:00,2018.0,4.0,17.0,0.0,3.23,8.33,6.58,120.0,1003.8,10.3,6.3,33.569107697999996
2018-04-17 06:00:00,2018.0,4.0,17.0,6.0,4.08,10.81,8.36,178.0,1002.0,8.3,6.5,68.05114905599999
2018-04-17 07:00:00,2018.0,4.0,17.0,7.0,4.64,11.43,8.91,178.0,1001.8,7.8,6.2,93.804251904
2018-04-17 08:00:00,2018.0,4.0,17.0,8.0,4.17,10.81,8.47,169.0,1001.7,7.5,6.1,72.02186768700001
2018-04-17 09:00:00,2018.0,4.0,17.0,9.0,3.99,11.43,8.31,175.0,1001.7,7.1,6.1,64.692759159
2018-04-17 10:00:00,2018.0,4.0,17.0,10.0,3.62,10.81,7.83,179.0,1002.2,7.1,6.1,50.175044028
2018-04-17 11:00:00,2018.0,4.0,17.0,11.0,3.67,8.33,7.82,104.0,1002.6,7.0,6.2,51.504804222
2018-04-17 12:00:00,2018.0,4.0,17.0,12.0,3.04,10.0,7.53,147.0,1002.5,7.0,6.3,34.029142272
2018-04-17 13:00:00,2018.0,4.0,17.0,13.0,3.21,10.81,7.66,162.0,1002.5,7.0,6.3,38.596479534
2018-04-17 14:00:00,2018.0,4.0,17.0,14.0,3.2,10.81,7.59,176.0,1002.4,7.0,6.4,38.005862400000005
2018-04-17 15:00:00,2018.0,4.0,17.0,15.0,3.28,10.81,7.54,182.0,1002.2,6.9,6.4,39.66686630399999
2018-04-17 16:00:00,2018.0,4.0,17.0,16.0,2.93,9.09,6.93,155.0,1002.1,6.7,6.5,29.092251573000002
2018-04-17 17:00:00,2018.0,4.0,17.0,17.0,3.04,10.81,7.11,176.0,1002.0,6.6,6.5,32.131102464
2018-04-17 18:00:00,2018.0,4.0,17.0,18.0,3.06,10.81,7.22,173.0,1001.9,6.6,6.4,33.05893888799999
2018-04-17 19:00:00,2018.0,4.0,17.0,19.0,2.95,10.0,7.16,157.0,1002.0,6.5,6.4,30.469541100000004
2018-04-17 20:00:00,2018.0,4.0,17.0,20.0,3.2,10.0,7.14,150.0,1002.0,6.4,6.3,35.752550400000004
2018-04-17 21:00:00,2018.0,4.0,17.0,21.0,3.22,9.09,7.2,142.0,1002.7,6.4,6.3,36.505062720000005
2018-04-17 22:00:00,2018.0,4.0,17.0,22.0,3.32,10.0,7.38,159.0,1003.2,6.5,6.2,39.777857567999995
2018-04-18 00:00:00,2018.0,4.0,18.0,0.0,3.25,7.69,7.08,209.0,1004.1,6.8,6.2,36.5686425
2018-04-18 01:00:00,2018.0,4.0,18.0,1.0,3.0,9.09,6.83,152.0,1003.9,7.0,6.2,30.05883
2018-04-18 10:00:00,2018.0,4.0,18.0,10.0,2.89,8.33,6.97,227.0,1006.3,5.2,6.1,28.466712992999998
2018-04-18 11:00:00,2018.0,4.0,18.0,11.0,2.93,7.69,6.99,224.0,1006.7,5.2,6.1,29.344132539000004
2018-04-18 13:00:00,2018.0,4.0,18.0,13.0,2.68,8.33,6.36,220.0,1006.8,5.0,6.2,22.337551296000004
2018-04-18 14:00:00,2018.0,4.0,18.0,14.0,2.71,7.69,6.17,225.0,1006.6,5.0,6.2,22.158104433000002
2018-04-18 15:00:00,2018.0,4.0,18.0,15.0,2.81,7.69,6.09,232.0,1006.6,4.8,6.3,23.514664761000002
2018-04-18 16:00:00,2018.0,4.0,18.0,16.0,2.95,7.69,6.07,230.0,1006.7,5.1,6.3,25.831021575000005
2018-04-18 17:00:00,2018.0,4.0,18.0,17.0,2.86,7.14,6.05,251.0,1007.1,5.6,6.4,24.198937619999995
2018-04-18 18:00:00,2018.0,4.0,18.0,18.0,2.85,7.69,5.95,246.0,1007.2,5.7,6.3,23.632819875000003
2018-04-18 19:00:00,2018.0,4.0,18.0,19.0,2.88,7.14,6.15,265.0,1007.7,5.9,6.3,24.94416384
2018-04-18 20:00:00,2018.0,4.0,18.0,20.0,3.02,7.69,6.42,258.0,1007.8,6.1,6.2,28.632401352000002
2018-04-18 21:00:00,2018.0,4.0,18.0,21.0,2.89,8.33,6.52,243.0,1008.1,6.3,6.2,26.628833388
2018-04-18 22:00:00,2018.0,4.0,18.0,22.0,2.75,8.33,6.66,246.0,1008.0,6.5,6.2,24.62909625
2018-04-18 23:00:00,2018.0,4.0,18.0,23.0,2.57,8.33,6.32,228.0,1008.8,6.5,6.2,20.412311351999996
2018-04-19 00:00:00,2018.0,4.0,19.0,0.0,2.43,8.33,6.27,234.0,1009.0,6.6,6.2,18.104600547
2018-04-19 01:00:00,2018.0,4.0,19.0,1.0,2.39,8.33,6.3,216.0,1009.3,6.6,6.2,17.59726647
2018-04-19 02:00:00,2018.0,4.0,19.0,2.0,2.31,7.69,6.16,235.0,1009.4,6.7,6.2,16.073613864000002
2018-04-19 03:00:00,2018.0,4.0,19.0,3.0,2.08,7.69,5.97,238.0,1009.6,6.8,6.2,12.630189311999999
2018-04-19 05:00:00,2018.0,4.0,19.0,5.0,1.9,7.14,5.89,242.0,1009.2,6.8,6.2,10.397558099999998
2018-04-19 07:00:00,2018.0,4.0,19.0,7.0,1.6,9.09,5.92,169.0,1008.9,7.1,6.1,7.410892800000002
2018-04-19 09:00:00,2018.0,4.0,19.0,9.0,1.54,9.09,6.42,185.0,1007.2,7.1,6.1,7.445353607999999
2018-04-19 10:00:00,2018.0,4.0,19.0,10.0,1.42,7.14,6.46,218.0,1007.2,7.2,6.1,6.369686616
2018-04-19 11:00:00,2018.0,4.0,19.0,11.0,1.42,9.09,6.56,176.0,1005.1,7.3,6.1,6.468288576
2018-04-19 12:00:00,2018.0,4.0,19.0,12.0,1.51,8.33,6.58,177.0,1004.5,7.3,6.1,7.336495362
2018-04-19 13:00:00,2018.0,4.0,19.0,13.0,1.32,8.33,6.29,177.0,1004.9,7.5,6.2,5.359291344000001
2018-04-19 14:00:00,2018.0,4.0,19.0,14.0,1.33,9.09,6.09,168.0,1003.7,7.0,6.2,5.267801889
2018-04-19 15:00:00,2018.0,4.0,19.0,15.0,1.2,9.09,5.83,168.0,1001.2,6.8,6.2,4.1052528
2018-04-19 17:00:00,2018.0,4.0,19.0,17.0,1.19,4.35,4.94,62.0,1000.7,6.7,6.3,3.420816126
2018-04-19 19:00:00,2018.0,4.0,19.0,19.0,1.38,4.55,4.75,56.0,1003.0,6.1,6.3,4.4234450999999995
2018-04-19 20:00:00,2018.0,4.0,19.0,20.0,1.41,8.33,4.78,173.0,1003.4,5.6,6.2,4.6470247019999995
2018-04-19 21:00:00,2018.0,4.0,19.0,21.0,1.37,9.09,4.74,156.0,1005.0,5.8,6.2,4.3503914340000005
2018-04-19 22:00:00,2018.0,4.0,19.0,22.0,1.19,7.69,4.58,181.0,1006.3,5.8,6.2,3.1715258819999996
2018-04-19 23:00:00,2018.0,4.0,19.0,23.0,1.26,8.33,4.81,165.0,1007.5,5.6,6.1,3.734178084
2018-04-20 00:00:00,2018.0,4.0,20.0,0.0,1.38,7.69,5.51,179.0,1008.5,5.6,6.1,5.131196315999999
2018-04-20 01:00:00,2018.0,4.0,20.0,1.0,1.73,9.09,6.36,173.0,1009.0,5.8,6.1,9.308038716
2018-04-20 02:00:00,2018.0,4.0,20.0,2.0,1.73,8.33,6.48,170.0,1009.2,5.6,6.1,9.483662088
2018-04-20 03:00:00,2018.0,4.0,20.0,3.0,1.76,9.09,6.2,181.0,1008.9,5.9,6.1,9.39130368
2018-04-20 04:00:00,2018.0,4.0,20.0,4.0,1.79,9.09,5.78,176.0,1009.1,6.2,6.2,9.056132322
2018-04-20 05:00:00,2018.0,4.0,20.0,5.0,1.96,9.09,5.33,192.0,1009.3,6.0,6.2,10.012630991999998
2018-04-20 06:00:00,2018.0,4.0,20.0,6.0,2.11,10.0,5.23,180.0,1009.8,5.7,6.2,11.386112187
2018-04-20 07:00:00,2018.0,4.0,20.0,7.0,2.36,5.88,5.59,283.0,1010.3,5.2,6.1,15.224557295999999
2018-04-20 09:00:00,2018.0,4.0,20.0,9.0,2.27,6.25,5.82,288.0,1012.3,5.2,6.1,14.665050342
2018-04-20 10:00:00,2018.0,4.0,20.0,10.0,2.51,7.14,6.11,245.0,1013.0,5.1,6.1,18.823375778999996
2018-04-20 11:00:00,2018.0,4.0,20.0,11.0,2.39,8.33,6.24,223.0,1013.7,4.9,6.0,17.429673456
2018-04-20 12:00:00,2018.0,4.0,20.0,12.0,2.41,7.69,6.41,245.0,1014.5,4.7,6.0,18.205431369000003
2018-04-20 13:00:00,2018.0,4.0,20.0,13.0,2.4,7.69,6.31,246.0,1015.2,4.5,6.1,17.7729984
2018-04-20 14:00:00,2018.0,4.0,20.0,14.0,2.18,7.14,6.0,251.0,1015.6,4.5,6.1,13.9435416
2018-04-20 15:00:00,2018.0,4.0,20.0,15.0,2.04,8.33,5.69,231.0,1015.9,4.5,6.2,11.579277456
2018-04-20 16:00:00,2018.0,4.0,20.0,16.0,2.08,7.14,5.75,262.0,1016.3,4.6,6.2,12.1647552
2018-04-20 17:00:00,2018.0,4.0,20.0,17.0,2.2,8.33,5.88,236.0,1017.1,5.1,6.2,13.916548800000001
2018-04-20 18:00:00,2018.0,4.0,20.0,18.0,2.24,7.14,5.64,270.0,1017.4,5.5,6.3,13.838340096000001
2018-04-20 19:00:00,2018.0,4.0,20.0,19.0,2.12,6.67,5.53,277.0,1017.8,5.8,6.3,12.153621648000001
2018-04-20 20:00:00,2018.0,4.0,20.0,20.0,2.18,7.14,5.64,273.0,1018.5,6.2,6.3,13.106929103999999
2018-04-20 21:00:00,2018.0,4.0,20.0,21.0,1.99,7.69,5.51,274.0,1019.2,6.4,6.2,10.670053839
2018-04-20 22:00:00,2018.0,4.0,20.0,22.0,2.12,8.33,5.75,250.0,1019.8,6.6,6.2,12.6371292
2018-04-20 23:00:00,2018.0,4.0,20.0,23.0,2.17,8.33,5.85,246.0,1020.7,6.6,6.1,13.470514784999999
2018-04-21 00:00:00,2018.0,4.0,21.0,0.0,1.97,7.69,5.94,261.0,1021.6,6.5,6.1,11.272694994
2018-04-21 01:00:00,2018.0,4.0,21.0,1.0,1.84,7.14,6.04,252.0,1022.2,6.7,6.1,9.999572736000001
2018-04-21 02:00:00,2018.0,4.0,21.0,2.0,1.86,7.69,5.98,243.0,1022.7,6.7,6.1,10.116631512000001
2018-04-21 03:00:00,2018.0,4.0,21.0,3.0,1.69,7.69,5.74,236.0,1023.2,7.2,6.1,8.016672845999999
2018-04-21 05:00:00,2018.0,4.0,21.0,5.0,1.52,6.67,5.25,253.0,1023.2,6.4,6.1,5.931374399999999
2018-04-21 06:00:00,2018.0,4.0,21.0,6.0,1.57,6.67,5.12,254.0,1023.5,6.2,6.2,6.171320832
2018-04-21 07:00:00,2018.0,4.0,21.0,7.0,1.55,6.67,5.09,254.0,1023.7,6.1,6.2,5.979846525
2018-04-21 09:00:00,2018.0,4.0,21.0,9.0,1.43,5.26,4.81,342.0,1024.5,5.9,6.1,4.809788840999999
2018-04-21 10:00:00,2018.0,4.0,21.0,10.0,1.66,5.0,4.84,352.0,1024.8,5.9,6.1,6.5218438559999985
2018-04-21 11:00:00,2018.0,4.0,21.0,11.0,1.39,5.88,4.79,304.0,1025.2,6.0,6.1,4.525577150999999
2018-04-21 13:00:00,2018.0,4.0,21.0,13.0,1.21,6.67,4.94,240.0,1025.6,5.9,6.1,3.5367678060000003
2018-04-21 15:00:00,2018.0,4.0,21.0,15.0,1.19,5.88,5.03,274.0,1025.8,6.1,6.3,3.483138687
2018-04-21 16:00:00,2018.0,4.0,21.0,16.0,1.11,5.88,5.07,300.0,1025.6,6.3,6.4,3.054659283000001
2018-04-21 17:00:00,2018.0,4.0,21.0,17.0,1.18,5.56,4.95,258.0,1025.4,6.3,6.5,3.3703738199999997
2018-04-21 18:00:00,2018.0,4.0,21.0,18.0,1.11,5.0,4.86,279.0,1025.0,6.5,6.6,2.928134934000001
2018-04-21 19:00:00,2018.0,4.0,21.0,19.0,1.1,5.0,4.74,274.0,1024.9,6.6,6.6,2.8046106
2018-04-21 21:00:00,2018.0,4.0,21.0,21.0,1.14,5.56,4.81,271.0,1025.1,7.0,6.6,3.0567761639999995
2018-04-21 22:00:00,2018.0,4.0,21.0,22.0,1.06,5.56,4.68,295.0,1025.3,6.6,6.6,2.571381072
2018-04-21 23:00:00,2018.0,4.0,21.0,23.0,1.01,5.56,4.73,287.0,1025.8,6.5,6.5,2.3594606970000003
2018-04-22 00:00:00,2018.0,4.0,22.0,0.0,0.96,6.25,4.79,235.0,1026.3,6.6,6.5,2.1586728959999997
2018-04-22 01:00:00,2018.0,4.0,22.0,1.0,0.89,6.25,4.83,229.0,1026.6,6.7,6.6,1.870837227
2018-04-22 02:00:00,2018.0,4.0,22.0,2.0,0.8,5.26,4.7,278.0,1026.4,6.9,6.5,1.4709120000000004
2018-04-22 04:00:00,2018.0,4.0,22.0,4.0,0.73,5.0,4.55,250.0,1025.7,7.4,6.4,1.1856758549999997
2018-04-22 05:00:00,2018.0,4.0,22.0,5.0,0.68,5.26,4.19,242.0,1025.1,7.3,6.5,0.9474159840000002
2018-04-22 06:00:00,2018.0,4.0,22.0,6.0,0.7,5.26,4.23,258.0,1025.1,7.1,6.5,1.0135503
2018-04-22 07:00:00,2018.0,4.0,22.0,7.0,0.74,4.76,4.19,272.0,1025.2,6.8,6.5,1.121983116
2018-04-22 12:00:00,2018.0,4.0,22.0,12.0,0.88,5.56,4.99,268.0,1027.1,6.4,6.4,1.8896211840000001
2018-04-22 14:00:00,2018.0,4.0,22.0,14.0,0.83,6.25,5.4,249.0,1027.6,6.8,6.7,1.8191093399999998
2018-04-22 15:00:00,2018.0,4.0,22.0,15.0,0.95,6.25,5.45,247.0,1027.8,6.9,6.8,2.4052076249999996
2018-04-23 08:00:00,2018.0,4.0,23.0,8.0,0.43,5.0,4.86,238.0,1029.5,7.4,6.5,0.43942224599999996
2018-04-23 22:00:00,2018.0,4.0,23.0,22.0,0.4,14.81,4.71,71.0,1031.7,7.4,7.4,0.36851040000000007
2018-04-24 00:00:00,2018.0,4.0,24.0,0.0,0.43,8.33,4.99,144.0,1032.5,6.7,7.1,0.4511763389999999
2018-04-24 01:00:00,2018.0,4.0,24.0,1.0,0.41,8.33,4.96,150.0,1032.6,6.8,6.8,0.4077164639999999
2018-04-24 02:00:00,2018.0,4.0,24.0,2.0,0.43,11.43,4.93,131.0,1032.1,6.6,6.7,0.4457513729999999
2018-04-24 03:00:00,2018.0,4.0,24.0,3.0,0.42,7.14,5.39,259.0,1031.7,6.4,6.6,0.4649392439999999
2018-04-24 04:00:00,2018.0,4.0,24.0,4.0,0.39,9.09,5.69,167.0,1031.8,6.5,6.5,0.4232045610000001
2018-04-24 05:00:00,2018.0,4.0,24.0,5.0,0.39,8.33,5.75,141.0,1031.3,6.3,6.5,0.42766717500000007
2018-04-24 07:00:00,2018.0,4.0,24.0,7.0,0.36,8.33,5.91,153.0,1031.2,6.4,6.6,0.374542704
2018-04-24 10:00:00,2018.0,4.0,24.0,10.0,0.37,9.09,6.48,118.0,1031.5,7.0,6.4,0.433797768
2018-04-24 11:00:00,2018.0,4.0,24.0,11.0,0.35,12.9,6.05,68.0,1031.7,7.3,6.4,0.3624101249999999
2018-04-24 12:00:00,2018.0,4.0,24.0,12.0,0.38,12.9,6.72,114.0,1031.6,7.5,6.5,0.47450995199999996
2018-04-24 13:00:00,2018.0,4.0,24.0,13.0,0.33,9.09,6.23,222.0,1031.7,7.6,6.8,0.33176058300000005
2018-04-24 15:00:00,2018.0,4.0,24.0,15.0,0.36,11.43,6.96,98.0,1031.2,8.3,7.7,0.44108582399999996
2018-04-24 16:00:00,2018.0,4.0,24.0,16.0,0.4,7.69,7.17,156.0,1030.7,8.4,7.5,0.5609808000000002
2018-04-24 17:00:00,2018.0,4.0,24.0,17.0,0.38,8.33,7.06,156.0,1030.3,8.7,7.2,0.49851789599999996
2018-04-24 18:00:00,2018.0,4.0,24.0,18.0,0.39,8.33,6.01,172.0,1029.7,8.9,7.4,0.44700516900000004
2018-04-24 19:00:00,2018.0,4.0,24.0,19.0,0.4,8.33,6.79,128.0,1028.7,8.9,7.7,0.5312496000000001
2018-04-24 23:00:00,2018.0,4.0,24.0,23.0,0.45,9.09,5.68,124.0,1027.0,9.0,7.7,0.5624477999999999
2018-04-25 02:00:00,2018.0,4.0,25.0,2.0,0.49,9.09,5.02,131.0,1025.8,9.5,7.2,0.5893926779999998
2018-04-25 03:00:00,2018.0,4.0,25.0,3.0,0.56,8.33,4.33,128.0,1025.2,9.4,7.0,0.6640072320000001
2018-04-25 04:00:00,2018.0,4.0,25.0,4.0,0.63,8.33,4.17,156.0,1024.7,9.3,7.1,0.809330697
2018-04-25 05:00:00,2018.0,4.0,25.0,5.0,0.72,8.33,4.07,164.0,1023.6,9.5,6.6,1.031735232
2018-04-25 06:00:00,2018.0,4.0,25.0,6.0,0.9,4.35,4.18,171.0,1022.7,9.7,6.4,1.6556562
