time,year,month,day,hour,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,power_44008
2018-02-25 05:00:00,2018.0,2.0,25.0,5.0,0.83,5.88,5.38,224.0,1024.3,6.4,6.4,1.8123718979999996
2018-02-25 06:00:00,2018.0,2.0,25.0,6.0,0.78,5.88,5.32,240.0,1024.2,6.4,6.4,1.5827404320000003
2018-02-25 07:00:00,2018.0,2.0,25.0,7.0,0.74,5.56,5.19,236.0,1023.9,6.3,6.4,1.389759516
2018-02-25 08:00:00,2018.0,2.0,25.0,8.0,0.73,5.56,4.99,241.0,1024.2,6.4,6.5,1.3003346189999998
2018-02-25 09:00:00,2018.0,2.0,25.0,9.0,0.76,8.33,4.6,162.0,1023.3,6.4,6.5,1.2992534399999998
2018-02-25 10:00:00,2018.0,2.0,25.0,10.0,0.78,10.0,4.38,159.0,1023.3,6.3,6.5,1.303083288
2018-02-25 11:00:00,2018.0,2.0,25.0,11.0,0.81,3.57,4.07,80.0,1023.3,6.5,6.6,1.3057899030000002
2018-02-25 12:00:00,2018.0,2.0,25.0,12.0,0.9,3.7,4.17,80.0,1023.6,6.8,6.6,1.6516952999999999
2018-02-25 14:00:00,2018.0,2.0,25.0,14.0,1.57,5.0,4.38,87.0,1021.5,5.9,6.5,5.279372118
2018-02-25 15:00:00,2018.0,2.0,25.0,15.0,1.88,5.26,4.55,62.0,1019.8,6.2,6.4,7.8638632799999995
2018-02-25 16:00:00,2018.0,2.0,25.0,16.0,2.19,5.56,4.87,68.0,1018.1,6.8,6.3,11.421576423000001
2018-02-25 17:00:00,2018.0,2.0,25.0,17.0,2.14,6.25,5.05,81.0,1016.3,7.9,6.3,11.30909322
2018-02-25 18:00:00,2018.0,2.0,25.0,18.0,2.01,5.88,5.03,78.0,1014.9,8.7,6.4,9.937312766999998
2018-02-25 19:00:00,2018.0,2.0,25.0,19.0,2.07,6.25,4.97,76.0,1013.9,9.4,6.4,10.413721016999999
2018-02-25 21:00:00,2018.0,2.0,25.0,21.0,2.52,7.14,5.54,107.0,1011.3,10.4,6.5,17.203614624
2018-02-25 22:00:00,2018.0,2.0,25.0,22.0,2.42,7.14,5.69,110.0,1011.5,10.4,6.5,16.294905924000002
2018-02-25 23:00:00,2018.0,2.0,25.0,23.0,2.49,7.69,6.03,109.0,1011.7,10.4,6.5,18.282048867000004
2018-02-26 00:00:00,2018.0,2.0,26.0,0.0,2.45,7.69,6.16,98.0,1011.2,8.9,6.5,18.080970600000004
2018-02-26 01:00:00,2018.0,2.0,26.0,1.0,2.45,8.33,6.2,104.0,1011.8,8.4,6.6,18.198379500000005
2018-02-26 02:00:00,2018.0,2.0,26.0,2.0,2.17,7.69,6.11,94.0,1011.9,7.8,6.6,14.069204331
2018-02-26 03:00:00,2018.0,2.0,26.0,3.0,2.4,8.33,6.27,93.0,1012.9,6.8,6.5,17.6603328
2018-02-26 04:00:00,2018.0,2.0,26.0,4.0,2.31,8.33,6.03,96.0,1013.3,6.0,6.4,15.734397987000001
2018-02-26 05:00:00,2018.0,2.0,26.0,5.0,1.92,7.69,5.64,103.0,1013.6,5.7,6.4,10.166943744
2018-02-26 06:00:00,2018.0,2.0,26.0,6.0,1.93,8.33,5.73,85.0,1013.9,5.8,6.3,10.437058053000001
2018-02-26 07:00:00,2018.0,2.0,26.0,7.0,1.9,8.33,5.95,88.0,1014.0,5.7,6.3,10.503475499999999
2018-02-26 08:00:00,2018.0,2.0,26.0,8.0,1.85,7.69,5.65,97.0,1014.9,5.5,6.4,9.455854125000002
2018-02-26 09:00:00,2018.0,2.0,26.0,9.0,1.68,7.69,5.35,108.0,1015.4,5.5,6.4,7.383821759999999
2018-02-26 10:00:00,2018.0,2.0,26.0,10.0,1.51,6.67,5.17,176.0,1015.7,5.3,6.4,5.764389213
2018-02-26 11:00:00,2018.0,2.0,26.0,11.0,1.51,7.69,5.33,124.0,1015.8,5.1,6.4,5.942784237000001
2018-02-26 12:00:00,2018.0,2.0,26.0,12.0,1.6,7.14,5.18,166.0,1017.0,5.2,6.4,6.484531200000001
2018-02-26 13:00:00,2018.0,2.0,26.0,13.0,1.46,8.33,5.21,105.0,1016.6,5.2,6.4,5.4306560039999985
2018-02-26 14:00:00,2018.0,2.0,26.0,14.0,1.49,7.69,5.32,132.0,1018.0,5.1,6.4,5.775545748
2018-02-26 16:00:00,2018.0,2.0,26.0,16.0,1.4,7.69,5.28,73.0,1017.5,5.5,6.3,5.0605632
2018-02-26 17:00:00,2018.0,2.0,26.0,17.0,1.45,7.69,5.32,101.0,1017.5,5.3,6.3,5.469611700000001
2018-02-26 18:00:00,2018.0,2.0,26.0,18.0,1.44,7.69,5.45,94.0,1017.2,5.3,6.3,5.52624768
2018-02-26 19:00:00,2018.0,2.0,26.0,19.0,1.45,7.14,5.42,80.0,1017.2,5.6,6.4,5.57242395
2018-02-26 20:00:00,2018.0,2.0,26.0,20.0,1.44,8.33,5.43,94.0,1017.0,5.9,6.4,5.505967871999999
2018-02-26 21:00:00,2018.0,2.0,26.0,21.0,1.44,7.69,5.58,90.0,1017.3,6.0,6.4,5.658066432
2018-02-26 22:00:00,2018.0,2.0,26.0,22.0,1.43,8.33,5.61,93.0,1018.2,6.1,6.4,5.609753720999999
2018-02-27 00:00:00,2018.0,2.0,27.0,0.0,1.24,9.09,4.98,89.0,1019.5,6.5,6.5,3.7443942720000005
2018-02-27 01:00:00,2018.0,2.0,27.0,1.0,1.33,9.09,5.16,86.0,1019.7,6.4,6.5,4.4633592360000005
2018-02-27 02:00:00,2018.0,2.0,27.0,2.0,1.3,9.09,5.06,83.0,1020.1,6.6,6.4,4.1816346
2018-02-27 03:00:00,2018.0,2.0,27.0,3.0,1.25,9.09,4.92,82.0,1020.4,6.6,6.4,3.7591875
2018-02-27 04:00:00,2018.0,2.0,27.0,4.0,1.21,9.09,5.02,71.0,1020.9,7.0,6.3,3.5940433979999997
2018-02-27 05:00:00,2018.0,2.0,27.0,5.0,1.23,8.33,4.92,78.0,1021.4,7.0,6.3,3.6398558519999997
2018-02-27 06:00:00,2018.0,2.0,27.0,6.0,1.2,7.69,4.67,87.0,1021.7,6.9,6.3,3.2884272
2018-02-27 07:00:00,2018.0,2.0,27.0,7.0,1.31,4.55,4.75,330.0,1021.7,6.7,6.3,3.9860712750000005
2018-02-27 08:00:00,2018.0,2.0,27.0,8.0,1.39,4.35,4.72,327.0,1022.8,6.6,6.3,4.459441367999999
