time,year,month,day,hour,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP
2018-04-08 14:00:00,2018.0,4.0,8.0,14.0,348.0,8.0,9.2,1.12,4.76,4.28,39.0,1009.6,2.3,4.8,-4.0
2018-04-08 15:00:00,2018.0,4.0,8.0,15.0,341.0,7.3,8.3,1.15,5.0,4.26,36.0,1009.6,2.7,4.8,-3.6
2018-04-08 16:00:00,2018.0,4.0,8.0,16.0,330.0,6.1,7.4,0.96,4.76,4.19,32.0,1009.5,3.0,4.8,-3.9
2018-04-08 17:00:00,2018.0,4.0,8.0,17.0,317.0,5.5,6.6,0.93,5.26,4.3,32.0,1009.4,3.3,4.9,-4.7
2018-04-08 18:00:00,2018.0,4.0,8.0,18.0,284.0,3.6,4.8,0.9,4.76,4.36,37.0,1009.3,3.6,5.0,-4.5
2018-04-08 19:00:00,2018.0,4.0,8.0,19.0,277.0,7.2,9.2,0.79,5.0,4.46,34.0,1009.2,4.3,5.1,-5.1
2018-04-08 20:00:00,2018.0,4.0,8.0,20.0,277.0,6.2,7.6,0.86,5.26,4.23,39.0,1009.4,4.8,5.0,-5.3
2018-04-08 21:00:00,2018.0,4.0,8.0,21.0,283.0,8.5,12.5,0.81,5.0,4.17,48.0,1010.1,4.8,5.1,-3.7
2018-04-08 22:00:00,2018.0,4.0,8.0,22.0,290.0,11.6,13.4,1.09,3.85,3.93,293.0,1010.9,4.5,5.1,-5.6
2018-04-09 00:00:00,2018.0,4.0,9.0,0.0,303.0,10.0,12.0,1.17,4.76,3.94,265.0,1013.8,3.8,4.9,-7.4
2018-04-09 01:00:00,2018.0,4.0,9.0,1.0,313.0,7.5,9.4,1.0,4.17,3.85,276.0,1014.8,3.6,4.9,-6.8
2018-04-09 02:00:00,2018.0,4.0,9.0,2.0,314.0,10.1,12.0,0.93,4.0,3.85,278.0,1015.4,3.2,4.8,-6.7
2018-04-09 05:00:00,2018.0,4.0,9.0,5.0,304.0,9.6,12.1,1.09,5.0,4.11,229.0,1017.1,1.9,4.7,-6.9
2018-04-09 06:00:00,2018.0,4.0,9.0,6.0,302.0,10.4,12.7,1.26,3.85,4.11,313.0,1017.7,1.3,4.7,-8.2
2018-04-09 09:00:00,2018.0,4.0,9.0,9.0,305.0,7.4,9.8,1.13,5.0,4.39,241.0,1020.6,0.8,4.6,-7.3
2018-04-09 10:00:00,2018.0,4.0,9.0,10.0,306.0,7.1,8.9,1.09,5.0,4.46,240.0,1021.6,0.7,4.6,-7.7
2018-04-09 11:00:00,2018.0,4.0,9.0,11.0,291.0,7.0,8.5,0.97,8.33,4.45,94.0,1022.2,1.0,4.6,-8.3
2018-04-09 12:00:00,2018.0,4.0,9.0,12.0,296.0,7.4,9.2,0.95,9.09,4.55,92.0,1022.4,1.3,4.6,-8.0
2018-04-09 13:00:00,2018.0,4.0,9.0,13.0,280.0,7.1,8.7,0.87,9.09,4.41,94.0,1022.7,1.3,4.6,-8.1
2018-04-09 14:00:00,2018.0,4.0,9.0,14.0,287.0,6.3,8.1,0.94,8.33,4.53,94.0,1022.9,1.2,4.6,-8.4
2018-04-09 15:00:00,2018.0,4.0,9.0,15.0,290.0,7.1,8.7,0.97,9.09,4.79,104.0,1023.1,1.4,4.7,-8.2
2018-04-09 16:00:00,2018.0,4.0,9.0,16.0,286.0,6.0,8.1,0.85,10.0,4.47,98.0,1022.8,1.5,4.7,-8.1
2018-04-09 17:00:00,2018.0,4.0,9.0,17.0,271.0,5.2,6.7,0.82,9.09,4.75,101.0,1022.8,2.1,4.8,-7.2
2018-04-09 18:00:00,2018.0,4.0,9.0,18.0,246.0,6.1,7.9,0.7,10.81,4.54,102.0,1022.5,2.3,4.9,-6.4
2018-04-09 20:00:00,2018.0,4.0,9.0,20.0,227.0,6.2,7.6,0.72,10.81,4.57,118.0,1022.0,2.8,4.9,-5.3
2018-04-09 21:00:00,2018.0,4.0,9.0,21.0,222.0,6.6,7.5,0.72,10.0,4.21,106.0,1022.3,3.0,4.9,-4.3
2018-04-09 22:00:00,2018.0,4.0,9.0,22.0,226.0,6.2,7.5,0.78,10.0,4.5,117.0,1022.4,3.2,4.9,-3.5
2018-04-09 23:00:00,2018.0,4.0,9.0,23.0,226.0,5.8,6.8,0.74,10.81,4.44,121.0,1022.3,3.4,4.8,-2.6
2018-04-10 00:00:00,2018.0,4.0,10.0,0.0,224.0,5.0,6.0,0.73,9.09,4.48,143.0,1022.7,3.7,4.8,-2.5
2018-04-10 01:00:00,2018.0,4.0,10.0,1.0,219.0,5.7,6.5,0.72,10.0,4.57,119.0,1022.8,3.8,4.8,-2.4
2018-04-10 02:00:00,2018.0,4.0,10.0,2.0,227.0,5.2,6.0,0.76,10.0,4.64,105.0,1022.7,3.9,4.7,-1.8
2018-04-10 03:00:00,2018.0,4.0,10.0,3.0,238.0,3.9,4.5,0.65,9.09,4.3,108.0,1022.3,4.0,4.7,-1.4
2018-04-10 05:00:00,2018.0,4.0,10.0,5.0,222.0,4.3,5.0,0.7,10.0,4.72,120.0,1022.2,4.3,4.7,-0.7
2018-04-10 06:00:00,2018.0,4.0,10.0,6.0,224.0,3.4,4.0,0.76,9.09,4.94,152.0,1022.0,4.4,4.7,-0.5
2018-04-10 07:00:00,2018.0,4.0,10.0,7.0,241.0,3.2,4.0,0.78,9.09,5.22,128.0,1022.0,4.4,4.7,-0.3
2018-04-10 08:00:00,2018.0,4.0,10.0,8.0,229.0,2.6,4.0,0.72,9.09,5.16,142.0,1022.5,3.6,4.7,-0.9
2018-04-10 09:00:00,2018.0,4.0,10.0,9.0,229.0,3.0,4.3,0.7,8.33,5.27,169.0,1022.2,2.7,4.7,0.6
2018-04-10 10:00:00,2018.0,4.0,10.0,10.0,198.0,2.0,2.7,0.71,10.0,5.54,124.0,1022.2,2.6,4.7,0.7
2018-04-10 11:00:00,2018.0,4.0,10.0,11.0,172.0,1.2,2.1,0.72,8.33,6.0,163.0,1022.4,2.3,4.8,0.7
2018-04-10 12:00:00,2018.0,4.0,10.0,12.0,180.0,1.6,2.3,0.71,10.0,5.99,125.0,1022.5,2.2,4.8,1.0
2018-04-10 13:00:00,2018.0,4.0,10.0,13.0,179.0,2.1,3.1,0.65,9.09,5.98,152.0,1022.4,2.4,4.8,1.3
2018-04-10 14:00:00,2018.0,4.0,10.0,14.0,154.0,2.6,3.3,0.72,9.09,6.55,138.0,1022.4,2.6,4.9,1.0
2018-04-10 15:00:00,2018.0,4.0,10.0,15.0,162.0,2.3,3.3,0.66,8.33,6.61,178.0,1022.1,2.8,4.9,1.2
2018-04-10 16:00:00,2018.0,4.0,10.0,16.0,172.0,2.1,3.0,0.62,7.69,6.6,175.0,1021.6,3.0,5.0,1.2
2018-04-10 17:00:00,2018.0,4.0,10.0,17.0,188.0,1.2,1.8,0.62,9.09,6.64,156.0,1021.0,3.2,5.1,1.5
2018-04-10 18:00:00,2018.0,4.0,10.0,18.0,242.0,1.4,1.9,0.59,9.09,6.52,147.0,1020.7,3.5,5.2,1.8
2018-04-10 19:00:00,2018.0,4.0,10.0,19.0,249.0,1.2,2.2,0.63,8.33,6.84,153.0,1020.2,3.6,5.2,2.1
2018-04-10 20:00:00,2018.0,4.0,10.0,20.0,270.0,2.3,3.2,0.6,8.33,6.86,129.0,1020.2,3.8,5.3,2.4
2018-04-10 21:00:00,2018.0,4.0,10.0,21.0,320.0,1.8,2.4,0.57,10.81,7.13,110.0,1020.2,4.2,5.2,2.5
2018-04-10 22:00:00,2018.0,4.0,10.0,22.0,342.0,1.4,2.1,0.55,9.09,7.03,136.0,1020.3,4.1,5.2,2.5
2018-04-10 23:00:00,2018.0,4.0,10.0,23.0,358.0,0.9,1.3,0.56,8.33,7.2,144.0,1020.7,3.6,5.1,2.2
2018-04-11 00:00:00,2018.0,4.0,11.0,0.0,16.0,2.1,2.8,0.55,8.33,7.23,142.0,1021.5,3.7,5.0,2.1
2018-04-11 01:00:00,2018.0,4.0,11.0,1.0,360.0,1.8,2.2,0.51,8.33,7.29,127.0,1022.0,3.6,4.9,2.2
2018-04-11 02:00:00,2018.0,4.0,11.0,2.0,343.0,2.8,3.2,0.46,8.33,7.13,132.0,1022.1,3.9,4.9,1.9
2018-04-11 03:00:00,2018.0,4.0,11.0,3.0,331.0,3.2,4.1,0.52,10.81,7.61,126.0,1022.0,4.1,4.8,1.9
2018-04-11 04:00:00,2018.0,4.0,11.0,4.0,323.0,3.0,3.7,0.54,10.0,7.59,127.0,1022.1,4.1,4.8,2.0
2018-04-11 05:00:00,2018.0,4.0,11.0,5.0,309.0,3.7,4.4,0.46,7.69,6.79,146.0,1022.2,3.9,4.8,2.3
2018-04-11 06:00:00,2018.0,4.0,11.0,6.0,303.0,3.3,3.9,0.48,7.14,6.55,151.0,1022.2,3.7,4.8,2.2
2018-04-11 07:00:00,2018.0,4.0,11.0,7.0,300.0,3.6,4.2,0.52,8.33,6.39,123.0,1022.1,3.9,4.7,2.1
2018-04-11 08:00:00,2018.0,4.0,11.0,8.0,324.0,3.8,4.4,0.58,7.69,6.17,127.0,1022.3,3.7,4.7,-0.2
2018-04-11 09:00:00,2018.0,4.0,11.0,9.0,321.0,4.3,5.1,0.53,7.69,5.72,127.0,1022.4,3.5,4.7,-0.5
2018-04-11 10:00:00,2018.0,4.0,11.0,10.0,333.0,4.0,4.7,0.56,8.33,5.59,120.0,1022.5,3.4,4.7,-0.8
2018-04-11 11:00:00,2018.0,4.0,11.0,11.0,347.0,3.5,4.4,0.61,7.69,5.49,127.0,1022.9,3.7,4.7,-0.7
2018-04-11 12:00:00,2018.0,4.0,11.0,12.0,11.0,3.6,4.3,0.58,7.69,5.37,133.0,1022.9,3.7,4.8,-0.3
2018-04-11 13:00:00,2018.0,4.0,11.0,13.0,3.0,4.3,5.2,0.54,7.69,5.61,130.0,1022.4,3.6,4.9,1.0
2018-04-11 14:00:00,2018.0,4.0,11.0,14.0,7.0,1.7,2.4,0.54,7.14,5.66,139.0,1023.1,3.7,5.0,0.8
2018-04-11 15:00:00,2018.0,4.0,11.0,15.0,52.0,1.5,2.1,0.53,7.69,5.88,145.0,1022.8,3.9,5.4,0.8
2018-04-11 16:00:00,2018.0,4.0,11.0,16.0,124.0,1.8,2.5,0.52,7.69,5.86,189.0,1022.0,4.1,5.8,0.6
2018-04-11 17:00:00,2018.0,4.0,11.0,17.0,178.0,1.9,2.5,0.5,8.33,5.91,187.0,1021.7,4.4,6.1,0.6
2018-04-11 18:00:00,2018.0,4.0,11.0,18.0,187.0,3.1,3.8,0.5,8.33,5.97,179.0,1021.1,4.6,6.0,0.2
2018-04-11 19:00:00,2018.0,4.0,11.0,19.0,191.0,3.8,4.6,0.46,7.69,6.08,165.0,1020.3,4.9,6.0,0.7
2018-04-11 20:00:00,2018.0,4.0,11.0,20.0,217.0,5.2,6.1,0.51,8.33,6.32,154.0,1020.0,5.2,5.7,-0.5
2018-04-11 21:00:00,2018.0,4.0,11.0,21.0,216.0,5.1,5.9,0.49,8.33,5.54,143.0,1019.6,5.3,5.7,-1.6
2018-04-11 22:00:00,2018.0,4.0,11.0,22.0,212.0,5.6,6.3,0.58,7.69,4.89,125.0,1019.5,5.2,5.5,-0.9
2018-04-11 23:00:00,2018.0,4.0,11.0,23.0,219.0,6.3,7.4,0.57,8.33,4.66,122.0,1019.3,5.2,5.2,-0.2
2018-04-12 00:00:00,2018.0,4.0,12.0,0.0,224.0,5.7,7.6,0.67,8.33,4.5,121.0,1019.6,5.2,5.0,0.6
2018-04-12 01:00:00,2018.0,4.0,12.0,1.0,228.0,5.6,6.4,0.79,8.33,4.52,106.0,1020.3,5.2,5.0,1.6
2018-04-12 02:00:00,2018.0,4.0,12.0,2.0,221.0,5.2,6.1,0.75,7.69,4.51,118.0,1020.5,5.3,5.0,2.5
2018-04-12 03:00:00,2018.0,4.0,12.0,3.0,217.0,5.4,6.7,0.83,7.69,4.81,124.0,1020.4,5.3,4.9,2.9
2018-04-12 04:00:00,2018.0,4.0,12.0,4.0,214.0,5.3,6.1,0.95,7.69,5.0,129.0,1020.3,5.4,4.9,3.4
2018-04-12 05:00:00,2018.0,4.0,12.0,5.0,212.0,5.4,6.2,0.95,7.69,4.97,137.0,1020.0,5.5,4.9,3.8
2018-04-12 06:00:00,2018.0,4.0,12.0,6.0,221.0,6.5,7.5,0.87,7.14,4.6,144.0,1019.2,5.6,4.9,3.9
2018-04-12 08:00:00,2018.0,4.0,12.0,8.0,212.0,6.8,8.3,0.95,7.69,4.65,117.0,1018.9,5.7,4.9,3.9
2018-04-12 09:00:00,2018.0,4.0,12.0,9.0,223.0,5.7,6.9,0.93,7.69,4.57,104.0,1019.3,5.8,4.9,4.0
2018-04-12 10:00:00,2018.0,4.0,12.0,10.0,233.0,6.2,7.1,0.99,7.69,4.62,95.0,1019.8,5.9,4.9,4.4
2018-04-12 11:00:00,2018.0,4.0,12.0,11.0,231.0,4.6,5.5,1.01,7.14,4.72,101.0,1020.4,6.0,4.9,4.5
2018-04-12 12:00:00,2018.0,4.0,12.0,12.0,224.0,3.9,4.5,1.02,8.33,4.99,86.0,1020.6,5.8,4.9,4.8
2018-04-12 13:00:00,2018.0,4.0,12.0,13.0,218.0,4.5,5.4,1.0,8.33,5.12,87.0,1020.9,6.0,5.0,5.0
2018-04-12 15:00:00,2018.0,4.0,12.0,15.0,207.0,3.3,3.7,0.87,8.33,5.46,95.0,1020.5,6.1,5.2,5.0
2018-04-12 16:00:00,2018.0,4.0,12.0,16.0,186.0,4.1,4.8,0.84,9.09,5.38,91.0,1019.5,6.2,5.4,5.1
2018-04-12 17:00:00,2018.0,4.0,12.0,17.0,189.0,5.1,5.8,0.88,9.09,5.67,120.0,1018.7,6.4,5.4,5.2
2018-04-12 20:00:00,2018.0,4.0,12.0,20.0,191.0,4.6,5.1,0.92,8.33,5.41,88.0,1015.2,6.3,5.6,5.6
2018-04-12 21:00:00,2018.0,4.0,12.0,21.0,198.0,6.6,7.7,0.98,7.69,5.54,87.0,1014.4,6.7,5.5,5.9
2018-04-12 22:00:00,2018.0,4.0,12.0,22.0,201.0,8.2,9.7,1.12,9.09,5.24,96.0,1013.5,7.1,5.3,6.0
2018-04-13 00:00:00,2018.0,4.0,13.0,0.0,207.0,11.0,12.7,1.66,5.26,4.9,206.0,1012.8,8.4,5.2,5.5
2018-04-13 01:00:00,2018.0,4.0,13.0,1.0,209.0,12.4,15.2,2.03,5.88,5.03,197.0,1012.2,9.0,5.2,4.9
2018-04-13 02:00:00,2018.0,4.0,13.0,2.0,212.0,14.1,16.9,2.36,6.25,5.32,192.0,1011.4,9.4,5.0,5.0
2018-04-13 03:00:00,2018.0,4.0,13.0,3.0,215.0,14.6,17.8,2.83,6.67,5.75,206.0,1010.7,9.5,5.0,4.6
2018-04-13 05:00:00,2018.0,4.0,13.0,5.0,217.0,13.6,17.1,3.55,7.69,6.37,212.0,1010.1,9.4,5.0,5.9
2018-04-13 06:00:00,2018.0,4.0,13.0,6.0,221.0,13.0,15.7,3.54,8.33,6.43,213.0,1010.1,9.1,5.2,5.8
2018-04-13 07:00:00,2018.0,4.0,13.0,7.0,225.0,12.3,14.8,3.43,8.33,6.57,215.0,1010.3,8.9,5.2,5.8
2018-04-13 08:00:00,2018.0,4.0,13.0,8.0,229.0,11.8,13.6,3.89,9.09,6.79,207.0,1011.2,8.6,5.2,5.9
2018-04-13 10:00:00,2018.0,4.0,13.0,10.0,229.0,9.3,11.5,3.25,9.09,6.7,205.0,1012.5,7.7,5.3,5.8
2018-04-13 11:00:00,2018.0,4.0,13.0,11.0,225.0,9.5,11.2,3.05,8.33,6.57,206.0,1013.0,7.5,5.2,5.8
2018-04-13 12:00:00,2018.0,4.0,13.0,12.0,230.0,8.6,10.0,3.03,9.09,6.88,204.0,1014.2,7.5,5.2,5.8
2018-04-13 13:00:00,2018.0,4.0,13.0,13.0,232.0,6.2,7.7,2.69,9.09,6.48,203.0,1014.3,7.4,5.3,5.8
2018-04-13 14:00:00,2018.0,4.0,13.0,14.0,228.0,7.4,9.1,2.42,8.33,6.52,202.0,1014.6,7.6,5.3,5.8
2018-04-13 15:00:00,2018.0,4.0,13.0,15.0,226.0,7.0,8.4,2.59,9.09,6.63,198.0,1014.8,7.5,5.3,5.8
2018-04-13 16:00:00,2018.0,4.0,13.0,16.0,216.0,7.2,8.6,2.54,9.09,6.71,200.0,1014.1,7.3,5.4,5.9
2018-04-13 17:00:00,2018.0,4.0,13.0,17.0,216.0,7.1,8.9,2.47,9.09,6.67,190.0,1014.2,7.4,5.5,6.0
2018-04-13 18:00:00,2018.0,4.0,13.0,18.0,207.0,6.0,7.1,2.48,9.09,6.73,195.0,1014.3,7.4,5.5,6.1
2018-04-13 19:00:00,2018.0,4.0,13.0,19.0,209.0,6.1,7.1,2.41,9.09,6.66,188.0,1013.9,7.3,5.6,6.1
2018-04-13 23:00:00,2018.0,4.0,13.0,23.0,212.0,10.2,12.2,2.29,9.09,5.82,198.0,1012.7,8.8,5.5,7.4
2018-04-14 01:00:00,2018.0,4.0,14.0,1.0,212.0,8.9,10.2,2.23,9.09,6.01,170.0,1013.5,8.7,5.5,7.7
2018-04-14 03:00:00,2018.0,4.0,14.0,3.0,219.0,9.9,11.9,2.41,9.09,5.84,172.0,1013.4,8.7,5.5,7.8
2018-04-14 04:00:00,2018.0,4.0,14.0,4.0,216.0,10.3,12.5,2.31,8.33,5.71,172.0,1012.9,8.8,5.5,7.9
2018-04-14 05:00:00,2018.0,4.0,14.0,5.0,218.0,11.2,13.0,2.46,8.33,5.89,178.0,1012.0,9.0,5.5,8.1
2018-04-14 06:00:00,2018.0,4.0,14.0,6.0,219.0,10.8,13.2,2.47,8.33,5.9,172.0,1012.1,8.7,5.5,7.9
2018-04-14 07:00:00,2018.0,4.0,14.0,7.0,220.0,10.4,12.4,2.62,8.33,6.13,181.0,1012.1,8.9,5.5,8.1
2018-04-14 08:00:00,2018.0,4.0,14.0,8.0,225.0,9.7,12.2,2.59,7.69,5.99,191.0,1012.3,8.8,5.5,8.1
2018-04-14 09:00:00,2018.0,4.0,14.0,9.0,230.0,9.3,10.9,2.66,7.69,6.11,196.0,1012.8,8.7,5.4,8.1
2018-04-14 10:00:00,2018.0,4.0,14.0,10.0,231.0,9.1,10.7,2.35,8.33,5.94,175.0,1013.9,8.6,5.4,8.0
2018-04-14 11:00:00,2018.0,4.0,14.0,11.0,226.0,9.0,10.9,2.8,7.69,6.31,188.0,1014.4,8.4,5.4,7.9
2018-04-14 12:00:00,2018.0,4.0,14.0,12.0,224.0,8.0,9.6,2.66,7.69,6.25,189.0,1014.8,8.1,5.4,7.7
2018-04-14 14:00:00,2018.0,4.0,14.0,14.0,257.0,3.7,4.4,2.28,8.33,6.13,179.0,1016.0,7.7,5.5,7.4
2018-04-14 15:00:00,2018.0,4.0,14.0,15.0,272.0,1.3,4.0,2.05,7.14,6.03,164.0,1016.5,7.3,5.7,7.0
2018-04-14 18:00:00,2018.0,4.0,14.0,18.0,68.0,3.6,4.5,2.33,8.33,6.83,184.0,1017.1,7.4,6.3,7.2
2018-04-14 19:00:00,2018.0,4.0,14.0,19.0,76.0,9.4,11.3,2.16,8.33,6.68,190.0,1017.2,6.9,6.0,6.7
2018-04-14 20:00:00,2018.0,4.0,14.0,20.0,83.0,10.0,11.9,2.23,8.33,6.19,197.0,1017.6,6.5,5.7,5.6
2018-04-14 21:00:00,2018.0,4.0,14.0,21.0,80.0,11.8,14.2,2.11,7.69,5.52,211.0,1018.0,6.5,5.7,4.9
2018-04-14 22:00:00,2018.0,4.0,14.0,22.0,70.0,13.1,17.0,2.07,8.33,5.32,184.0,1019.2,6.5,5.6,4.2
2018-04-14 23:00:00,2018.0,4.0,14.0,23.0,65.0,13.8,16.6,2.24,8.33,5.33,187.0,1020.3,6.2,5.6,4.4
2018-04-15 00:00:00,2018.0,4.0,15.0,0.0,67.0,13.1,15.6,2.48,6.25,5.49,66.0,1022.0,6.1,5.6,4.8
2018-04-15 01:00:00,2018.0,4.0,15.0,1.0,63.0,13.5,16.2,2.43,7.69,5.47,191.0,1022.9,5.8,5.5,4.5
2018-04-15 05:00:00,2018.0,4.0,15.0,5.0,64.0,12.1,15.9,2.37,6.25,5.29,80.0,1024.1,5.2,5.5,1.4
2018-04-15 07:00:00,2018.0,4.0,15.0,7.0,67.0,13.6,16.8,3.05,6.67,5.71,86.0,1023.4,4.5,5.3,2.7
2018-04-15 08:00:00,2018.0,4.0,15.0,8.0,65.0,14.0,16.5,2.75,7.14,5.63,83.0,1023.8,4.6,5.2,2.2
2018-04-15 09:00:00,2018.0,4.0,15.0,9.0,61.0,14.2,16.8,3.07,6.67,5.85,90.0,1024.4,4.4,5.2,2.6
2018-04-15 10:00:00,2018.0,4.0,15.0,10.0,64.0,14.4,17.6,2.9,7.14,5.79,90.0,1024.9,4.6,5.2,1.8
2018-04-15 11:00:00,2018.0,4.0,15.0,11.0,60.0,14.5,17.2,2.97,7.69,5.95,95.0,1025.8,4.3,5.2,1.5
2018-04-15 12:00:00,2018.0,4.0,15.0,12.0,61.0,13.2,16.8,3.24,7.69,6.05,92.0,1026.3,4.3,5.2,1.6
2018-04-15 13:00:00,2018.0,4.0,15.0,13.0,68.0,14.1,16.9,3.11,7.14,6.08,91.0,1026.3,4.2,5.2,1.2
2018-04-15 14:00:00,2018.0,4.0,15.0,14.0,61.0,14.8,17.8,3.15,7.69,6.01,89.0,1027.1,3.9,5.2,0.8
2018-04-15 15:00:00,2018.0,4.0,15.0,15.0,51.0,14.4,17.1,3.8,7.69,6.38,95.0,1027.4,3.8,5.2,1.3
2018-04-15 16:00:00,2018.0,4.0,15.0,16.0,52.0,14.2,17.5,3.52,8.33,6.38,90.0,1027.8,3.8,5.2,1.5
2018-04-15 17:00:00,2018.0,4.0,15.0,17.0,56.0,14.9,18.0,3.41,7.69,6.06,93.0,1027.3,3.7,5.2,1.4
2018-04-15 18:00:00,2018.0,4.0,15.0,18.0,53.0,15.3,18.2,3.6,7.69,6.32,85.0,1026.5,3.6,5.3,1.6
2018-04-15 19:00:00,2018.0,4.0,15.0,19.0,56.0,15.5,19.1,3.1,7.69,5.81,90.0,1025.6,3.6,5.3,1.8
2018-04-15 20:00:00,2018.0,4.0,15.0,20.0,62.0,14.9,18.1,3.18,7.69,6.04,90.0,1025.5,3.5,5.3,2.3
2018-04-15 22:00:00,2018.0,4.0,15.0,22.0,63.0,15.6,19.2,3.76,8.33,6.38,98.0,1024.5,3.7,5.4,3.0
2018-04-15 23:00:00,2018.0,4.0,15.0,23.0,64.0,15.3,18.6,3.36,7.14,5.98,86.0,1024.6,4.0,5.4,3.2
2018-04-16 00:00:00,2018.0,4.0,16.0,0.0,62.0,15.5,19.6,3.61,7.69,6.35,94.0,1023.9,3.9,5.4,3.4
2018-04-16 01:00:00,2018.0,4.0,16.0,1.0,71.0,16.2,19.3,3.4,8.33,6.2,91.0,1023.3,4.1,5.4,3.5
2018-04-16 02:00:00,2018.0,4.0,16.0,2.0,72.0,15.5,20.2,3.98,8.33,6.67,101.0,1022.2,4.5,5.4,3.7
2018-04-16 03:00:00,2018.0,4.0,16.0,3.0,73.0,16.0,19.4,3.81,8.33,6.61,94.0,1021.1,4.5,5.4,4.0
2018-04-16 04:00:00,2018.0,4.0,16.0,4.0,79.0,15.8,19.2,3.73,8.33,6.5,95.0,1020.4,4.8,5.4,4.4
2018-04-16 05:00:00,2018.0,4.0,16.0,5.0,80.0,14.9,18.0,4.05,8.33,6.6,98.0,1019.7,5.2,5.4,4.8
2018-04-16 06:00:00,2018.0,4.0,16.0,6.0,77.0,14.4,18.6,4.06,8.33,6.59,94.0,1018.2,5.4,5.4,5.1
2018-04-16 07:00:00,2018.0,4.0,16.0,7.0,77.0,14.4,17.5,3.85,8.33,6.45,93.0,1016.6,5.5,5.4,5.3
2018-04-16 08:00:00,2018.0,4.0,16.0,8.0,75.0,13.8,17.4,3.65,7.69,6.34,92.0,1015.4,5.8,5.4,5.7
2018-04-16 09:00:00,2018.0,4.0,16.0,9.0,77.0,12.6,16.3,3.48,8.33,6.26,97.0,1014.4,6.2,5.4,6.2
2018-04-16 10:00:00,2018.0,4.0,16.0,10.0,86.0,12.1,15.2,3.3,9.09,6.11,102.0,1013.0,6.7,5.3,6.7
2018-04-16 11:00:00,2018.0,4.0,16.0,11.0,108.0,11.8,14.6,3.21,9.09,6.29,100.0,1011.7,7.5,5.4,7.5
2018-04-16 12:00:00,2018.0,4.0,16.0,12.0,117.0,12.6,14.7,3.27,8.33,6.33,104.0,1010.0,8.0,5.3,8.0
2018-04-16 14:00:00,2018.0,4.0,16.0,14.0,124.0,12.5,14.7,2.94,9.09,5.95,92.0,1007.4,9.2,5.4,9.2
2018-04-16 15:00:00,2018.0,4.0,16.0,15.0,122.0,12.0,14.3,2.67,7.14,5.86,100.0,1006.0,9.4,5.4,9.4
2018-04-16 16:00:00,2018.0,4.0,16.0,16.0,128.0,12.6,15.2,2.82,7.69,6.0,100.0,1003.8,10.2,5.4,10.2
2018-04-16 17:00:00,2018.0,4.0,16.0,17.0,154.0,10.0,12.2,2.97,7.69,5.94,113.0,1003.8,10.4,5.4,10.4
2018-04-16 18:00:00,2018.0,4.0,16.0,18.0,166.0,5.9,7.7,2.74,9.09,6.14,115.0,1002.5,9.3,5.4,9.3
2018-04-16 19:00:00,2018.0,4.0,16.0,19.0,185.0,7.7,9.2,2.84,7.69,6.43,111.0,1001.9,9.5,5.4,9.5
2018-04-16 20:00:00,2018.0,4.0,16.0,20.0,166.0,4.9,6.0,2.97,8.33,6.28,134.0,1001.4,8.2,5.5,8.2
2018-04-16 21:00:00,2018.0,4.0,16.0,21.0,185.0,7.1,8.9,2.87,8.33,6.34,130.0,1000.8,9.0,5.5,7.1
2018-04-16 22:00:00,2018.0,4.0,16.0,22.0,178.0,6.6,8.0,3.25,9.09,6.79,143.0,1000.7,8.1,5.5,6.1
2018-04-16 23:00:00,2018.0,4.0,16.0,23.0,186.0,7.9,9.1,3.11,9.09,6.92,163.0,1000.2,8.0,5.4,6.4
2018-04-17 00:00:00,2018.0,4.0,17.0,0.0,201.0,8.3,10.7,3.64,10.0,7.58,172.0,1000.6,7.6,5.4,6.6
2018-04-17 06:00:00,2018.0,4.0,17.0,6.0,240.0,8.8,10.8,3.41,10.81,7.67,159.0,1001.9,6.3,5.3,4.2
2018-04-17 07:00:00,2018.0,4.0,17.0,7.0,247.0,8.8,10.7,3.13,10.81,7.66,157.0,1001.7,6.2,5.3,4.1
2018-04-17 08:00:00,2018.0,4.0,17.0,8.0,250.0,7.3,8.7,3.38,10.81,7.88,155.0,1001.8,6.0,5.2,4.2
2018-04-17 09:00:00,2018.0,4.0,17.0,9.0,254.0,8.0,10.0,2.66,10.0,7.19,157.0,1001.7,6.0,5.2,3.9
2018-04-17 10:00:00,2018.0,4.0,17.0,10.0,256.0,6.5,8.2,2.71,10.81,7.15,159.0,1002.4,6.0,5.2,3.5
2018-04-17 11:00:00,2018.0,4.0,17.0,11.0,268.0,6.7,8.2,2.8,10.0,7.2,143.0,1002.7,6.2,5.2,2.0
2018-04-17 12:00:00,2018.0,4.0,17.0,12.0,261.0,7.5,9.5,2.91,10.0,7.71,134.0,1003.1,5.9,5.2,2.7
2018-04-17 13:00:00,2018.0,4.0,17.0,13.0,255.0,8.7,10.7,2.83,10.0,7.14,133.0,1003.2,5.6,5.3,2.8
2018-04-17 14:00:00,2018.0,4.0,17.0,14.0,254.0,8.7,10.6,2.38,10.81,6.69,137.0,1003.4,5.7,5.3,2.3
2018-04-17 15:00:00,2018.0,4.0,17.0,15.0,252.0,8.2,9.6,2.27,10.0,6.3,132.0,1003.1,5.7,5.4,2.1
